Fabricante;Modelo;Categoria;Cód.;Combustivel;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
NISSAN;NISSAN TIIDA PREMIUM;TABELA A – CARROS;141248,00;G;;;;;;;;;;;;;;;;;;;R$ 20.699,00;;;;;;
NISSAN;NISSAN GT-R;TABELA A – CARROS;141247,00;G;;;;;;;;;;;;;;;R$ 324.608,00;R$ 300.256,00;R$ 277.731,00;R$ 255.409,00;R$ 235.110,00;;;;;;
NISSAN;NISSAN 370Z;TABELA A – CARROS;141250,00;G;;;;;;;;;;;;;;;R$ 144.277,00;R$ 136.027,00;R$ 116.077,00;R$ 102.176,00;R$ 93.907,00;;;;;;
NISSAN;NISSAN 350Z Z;TABELA A – CARROS;141234,00;G;;;;;;;;;;;;;;;;;;;R$ 104.111,00;;;;;;
NISSAN;NISSAN TIIDA 18SL FLEX;TABELA A – CARROS;141245,00;G;;;;;;;;;;;;;;R$ 30.426,00;R$ 28.559,00;R$ 26.805,00;R$ 25.554,00;R$ 23.623,00;R$ 20.314,00;;;;;;
NISSAN;NISSAN MARCH 16SR FLEX;TABELA A – CARROS;141290,00;G;;;;;;;;;;;;;;R$ 27.380,00;R$ 25.014,00;R$ 24.960,00;;;;;;;;;
NISSAN;NISSAN GT-R PREMIUM;TABELA A – CARROS;141243,00;G;;;;;;;;;;;;R$ 405.982,00;;R$ 352.316,00;R$ 272.172,00;R$ 247.337,00;R$ 230.126,00;R$ 206.242,00;R$ 186.800,00;;;;;;
NISSAN;INFINITI EX35 AWD;TABELA A – CARROS;141240,00;G;;;;;;;;;;;;;;;;;;;R$ 92.598,00;R$ 79.838,00;;;;;
NISSAN;NISSAN ALTIMA 25 SL;TABELA A – CARROS;141298,00;G;;;;;;;;;;;;;R$ 73.366,00;R$ 69.757,00;;;;;;;;;;;
NISSAN;INFINITI G37 JOURNEY;TABELA A – CARROS;141239,00;G;;;;;;;;;;;;;;;;;;R$ 105.376,00;;R$ 100.120,00;;;;;
NISSAN;NISSAN ALTIMA;TABELA A – CARROS;141297,00;G;;;;;;;;;;;;;;;R$ 147.685,00;;;;;;;;;;
NISSAN;NISSAN SENTRA SE-R;TABELA A – CARROS;141238,00;G;;;;;;;;;;;;;;;;;;;R$ 20.008,00;R$ 17.661,00;;;;;
NISSAN;NISSAN TIIDA 18S FLEX;TABELA A – CARROS;141246,00;G;;;;;;;;;;;;;;R$ 29.259,00;R$ 26.987,00;R$ 25.327,00;R$ 24.397,00;R$ 22.091,00;R$ 19.833,00;;;;;;
NISSAN;NISSAN KICKS SL CVT;TABELA A – CARROS;155822,00;G;;;;;;;;;;;R$ 75.756,00;;;;;;;;;;;;;;
NISSAN;NISSAN VERSA NOTE;TABELA A – CARROS;155821,00;G;;;;;;;;;;;;;R$ 33.330,00;;;;;;;;;;;;
NISSAN;MARCH 16SL;TABELA A – CARROS;162431,00;G;;;;;;;;;;;R$ 42.130,00;R$ 36.005,00;R$ 33.115,00;;;;;;;;;;;;
NISSAN;MARCH ACTIVE 10;TABELA A – CARROS;162433,00;G;;;;;;;;;;;;;R$ 25.688,00;;;;;;;;;;;;
NISSAN;MARCH 16SV;TABELA A – CARROS;162429,00;G;;;;;;;;;;;R$ 38.055,00;R$ 35.462,00;R$ 29.359,00;;;;;;;;;;;;
NISSAN;MARCH 10 MT;TABELA A – CARROS;162434,00;G;;;;;;;;;;;R$ 30.185,00;R$ 29.451,00;R$ 25.688,00;;;;;;;;;;;;
NISSAN;NISSAN MAXIMA S;TABELA A – CARROS;155806,00;G;;;;;;;;;;;;;;;;;R$ 26.423,00;;;;;;;;
NISSAN;MARCH 16RIO 2016;TABELA A – CARROS;162446,00;G;;;;;;;;;;;R$ 45.936,00;;;;;;;;;;;;;;
NISSAN;MARCH 16SL CVT;TABELA A – CARROS;162447,00;G;;;;;;;;;;;R$ 43.120,00;;;;;;;;;;;;;;
NISSAN;VERSA 16 UNIQUE;TABELA A – CARROS;155818,00;G;;;;;;;;;;;R$ 49.122,00;R$ 46.244,00;;;;;;;;;;;;;
NISSAN;VERSA 16 SV;TABELA A – CARROS;155813,00;G;;;;;;;;;;;R$ 40.568,00;R$ 37.352,00;;;;;;;;;;;;;
NISSAN;VERSA 16 S;TABELA A – CARROS;155812,00;G;;;;;;;;;;;R$ 40.696,00;;;;;;;;;;;;;;
NISSAN;VERSA 16UNIQUECVT;TABELA A – CARROS;155823,00;G;;;;;;;;;;;R$ 47.952,00;;;;;;;;;;;;;;
NISSAN;VERSA 10;TABELA A – CARROS;155808,00;G;;;;;;;;;;;R$ 36.408,00;R$ 34.327,00;;;;;;;;;;;;;
NISSAN;NISSAN SENTRA 20SL CVT;TABELA A – CARROS;162424,00;G;;;;;;;;;;;R$ 69.299,00;R$ 56.849,00;R$ 49.994,00;R$ 42.616,00;;;;;;;;;;;
NISSAN;NISSAN VERSA SL HATCH;TABELA A – CARROS;155804,00;G;;;;;;;;;;;;;;;;;R$ 19.743,00;;;;;;;;
NISSAN;NISSAN ALTIMA 25 SL US;TABELA A – CARROS;155803,00;G;;;;;;;;;;;;;;;R$ 88.917,00;;;;;;;;;;
NISSAN;VERSA 10 S;TABELA A – CARROS;155811,00;G;;;;;;;;;;;R$ 38.076,00;R$ 37.041,00;;;;;;;;;;;;;
NISSAN;LIVINA XGEAR 16S;TABELA A – CARROS;162410,00;G;;;;;;;;;;;;;;;;;R$ 23.894,00;R$ 22.871,00;;;;;;;
NISSAN;LIVINA 18;TABELA A – CARROS;162400,00;G;;;;;;;;;;;;;;;;;;R$ 22.487,00;;;;;;;
NISSAN;LIVINA 18S;TABELA A – CARROS;162401,00;G;;;;;;;;;;;;;R$ 37.803,00;R$ 30.840,00;R$ 29.908,00;R$ 26.819,00;R$ 24.050,00;;;;;;;;
NISSAN;LIVINA 18SL;TABELA A – CARROS;162402,00;G;;;;;;;;;;;;;;R$ 33.202,00;R$ 30.962,00;R$ 27.717,00;R$ 25.171,00;R$ 24.243,00;;;;;;;
NISSAN;MARCH 16SV CVT;TABELA A – CARROS;162449,00;G;;;;;;;;;;;R$ 41.466,00;;;;;;;;;;;;;;
NISSAN;GRAND LIVINA 18;TABELA A – CARROS;162403,00;G;;;;;;;;;;;;;;;;;R$ 24.485,00;R$ 23.777,00;;;;;;;
NISSAN;GRAND LIVINA 18S;TABELA A – CARROS;162404,00;G;;;;;;;;;;;;;R$ 35.924,00;R$ 32.992,00;R$ 31.421,00;R$ 30.461,00;R$ 24.694,00;R$ 24.425,00;;;;;;;
NISSAN;MARCH 16S;TABELA A – CARROS;162428,00;G;;;;;;;;;;;R$ 36.188,00;R$ 32.256,00;R$ 28.460,00;;;;;;;;;;;;
NISSAN;GRAND LIVINA 18SL;TABELA A – CARROS;162405,00;G;;;;;;;;;;;;;R$ 39.073,00;R$ 35.885,00;R$ 34.176,00;R$ 32.550,00;R$ 26.314,00;R$ 25.755,00;;;;;;;
NISSAN;MARCH 10S;TABELA A – CARROS;162427,00;G;;;;;;;;;;;R$ 32.882,00;R$ 30.837,00;R$ 27.150,00;;;;;;;;;;;;
NISSAN;LIVINA 16;TABELA A – CARROS;162406,00;G;;;;;;;;;;;;;R$ 35.659,00;R$ 29.043,00;R$ 26.804,00;R$ 25.044,00;R$ 21.988,00;R$ 20.381,00;;;;;;;
NISSAN;LIVINA 16S;TABELA A – CARROS;162407,00;G;;;;;;;;;;;;;R$ 36.575,00;R$ 29.253,00;R$ 26.565,00;R$ 25.350,00;R$ 22.485,00;;;;;;;;
NISSAN;LIVINA XGEAR 16SL;TABELA A – CARROS;162409,00;G;;;;;;;;;;;;;;;R$ 29.883,00;R$ 27.574,00;R$ 25.443,00;R$ 24.597,00;;;;;;;
NISSAN;VERSA 16SV CVT;TABELA A – CARROS;155824,00;G;;;;;;;;;;;R$ 45.734,00;;;;;;;;;;;;;;
NISSAN;LIVINA XGEAR 16;TABELA A – CARROS;162411,00;G;;;;;;;;;;;;;;;;;;R$ 22.040,00;;;;;;;
NISSAN;NISSAN SENTRA 20S;TABELA A – CARROS;162417,00;G;;;;;;;;;;;;R$ 51.553,00;R$ 44.650,00;R$ 33.711,00;;;;;;;;;;;
NISSAN;NISSAN SENTRA UNIQUE;TABELA A – CARROS;162423,00;G;;;;;;;;;;;;R$ 66.479,00;;;;;;;;;;;;;
NISSAN;NISSAN SENTRA 20S CVT;TABELA A – CARROS;162421,00;G;;;;;;;;;;;R$ 59.525,00;;;;;;;;;;;;;;
NISSAN;NISSAN SENTRA 20SR;TABELA A – CARROS;162418,00;G;;;;;;;;;;;;;;;;R$ 38.134,00;;;;;;;;;
NISSAN;LIVINA 16SL;TABELA A – CARROS;162408,00;G;;;;;;;;;;;;;;;R$ 27.831,00;R$ 25.690,00;R$ 23.432,00;R$ 21.830,00;;;;;;;
NISSAN;NISSAN SENTRA 20SV CVT;TABELA A – CARROS;162426,00;G;;;;;;;;;;;R$ 62.580,00;R$ 57.090,00;R$ 51.764,00;R$ 45.596,00;;;;;;;;;;;
NISSAN;VERSA 16 SL;TABELA A – CARROS;155819,00;G;;;;;;;;;;;R$ 44.195,00;R$ 39.801,00;;;;;;;;;;;;;
NISSAN;MARCH 10SV;TABELA A – CARROS;162430,00;G;;;;;;;;;;;R$ 35.583,00;R$ 33.143,00;R$ 30.870,00;;;;;;;;;;;;
NISSAN;NISSAN KICKS RIO2016;TABELA A – CARROS;155828,00;G;;;;;;;;;;;R$ 78.742,00;;;;;;;;;;;;;;
NISSAN;VERSA 16SL CVT;TABELA A – CARROS;155827,00;G;;;;;;;;;;;R$ 44.434,00;;;;;;;;;;;;;;
NISSAN;NISSAN GTR SKYLINE;TABELA A – CARROS;162416,00;G;;;;;;;;;;;;;;;;R$ 323.329,00;;;;;;;;;
NISSAN;NISSAN GTR BLACK;TABELA A – CARROS;162415,00;G;;;;;;;;;;;;;;R$ 424.089,00;R$ 400.223,00;;;;;;;;;;
NISSAN;LIVINA XGEAR 18SL;TABELA A – CARROS;162414,00;G;;;;;;;;;;;;;;R$ 34.105,00;R$ 32.448,00;R$ 30.183,00;R$ 26.613,00;R$ 25.619,00;;;;;;;
NISSAN;LIVINA XGEAR 18;TABELA A – CARROS;162412,00;G;;;;;;;;;;;;;R$ 38.293,00;R$ 34.105,00;R$ 32.448,00;;;;;;;;;;
NISSIN;TT 4X4;TABELA A – CARROS;151801,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 25.386,00
OPEL;OPEL ZAFIRA;TABELA A – CARROS;110311,00;D;;;;;;;;;;;;;;;;;;;;;;;R$ 16.358,00;;
OPEL;OPEL TIGRA SPORT;TABELA A – CARROS;110306,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 29.825,00;;
OPEL;OPEL ASTRA;TABELA A – CARROS;110310,00;G;;;;;;;;;;;;;;;;;;R$ 22.908,00;;;;;;;
PAGANI;PAGANI ZONDA F CLUB S;TABELA A – CARROS;169000,00;G;;;;;;;;;;;;;;;;;;;;R$ 898.632,00;;;;;
PEIXOTO;FYBER 2000W;TABELA A – CARROS;123700,00;G;;;;;;;;;;;R$ 21.573,00;R$ 19.813,00;R$ 18.196,00;R$ 16.711,00;R$ 15.952,00;R$ 15.381,00;R$ 13.127,00;R$ 12.212,00;R$ 10.956,00;R$ 9.968,00;R$ 9.459,00;R$ 8.886,00;R$ 8.347,00;;
PEUGEOT;PEUGEOT 406 COUPE 3.0;TABELA A – CARROS;110543,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 32.277,00
PEUGEOT;PEUGEOT 406 ST;TABELA A – CARROS;110542,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 12.483,00
PEUGEOT;PEUGEOT 406 SV S 30;TABELA A – CARROS;110563,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 18.555,00;R$ 17.704,00
PEUGEOT;206 SW QUIK 16;TABELA A – CARROS;160013,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 13.675,00;;;
PEUGEOT;206 TECNO 10;TABELA A – CARROS;160020,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 10.777,00;
PEUGEOT;206 TECNO 16;TABELA A – CARROS;160011,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 11.200,00;
PEUGEOT;206 SELECT 16;TABELA A – CARROS;160007,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 10.050,00;R$ 9.829,00;R$ 8.715,00
PEUGEOT;206 R CUP 16;TABELA A – CARROS;160010,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 28.551,00
PEUGEOT;206 TECNO 14;TABELA A – CARROS;160023,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 11.337,00;
PEUGEOT;206 SW 14PRESENC;TABELA A – CARROS;160060,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 12.026,00;R$ 11.088,00;;
PEUGEOT;206 14 HOLIDAY;TABELA A – CARROS;160088,00;G;;;;;;;;;;;;;;;;;;;R$ 13.187,00;;;R$ 10.836,00;;;
PEUGEOT;206 16 FELINE FX;TABELA A – CARROS;160087,00;G;;;;;;;;;;;;;;;;;;;;R$ 14.109,00;R$ 13.032,00;R$ 12.456,00;;;
PEUGEOT;206 16 RALLYE FX;TABELA A – CARROS;160086,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 12.899,00;;;
PEUGEOT;206 SW16 PRES FX;TABELA A – CARROS;160085,00;G;;;;;;;;;;;;;;;;;;;;;R$ 12.916,00;R$ 11.895,00;;;
PEUGEOT;206 SW16 FELI FX;TABELA A – CARROS;160083,00;G;;;;;;;;;;;;;;;;;;;R$ 16.541,00;R$ 14.972,00;R$ 13.640,00;R$ 12.965,00;;;
PEUGEOT;PEUGEOT 307 SOLEIL 16M;TABELA A – CARROS;154446,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 14.729,00;R$ 13.740,00;R$ 13.159,00
PEUGEOT;206 SW16 ESCA FX;TABELA A – CARROS;160081,00;G;;;;;;;;;;;;;;;;;;;R$ 16.480,00;R$ 14.700,00;R$ 13.711,00;;;;
PEUGEOT;206 16 PRESEN FX;TABELA A – CARROS;160079,00;G;;;;;;;;;;;;;;;;;;;;R$ 13.478,00;R$ 12.814,00;R$ 11.849,00;R$ 10.951,00;;
PEUGEOT;206 SW 16PRESENC;TABELA A – CARROS;160061,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 12.542,00;R$ 11.661,00;;
PEUGEOT;206 SELECT 14;TABELA A – CARROS;160026,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 10.179,00;;
PEUGEOT;206 SW 16FELINE;TABELA A – CARROS;160055,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 13.180,00;R$ 11.928,00;;
PEUGEOT;206 10 SENSAT;TABELA A – CARROS;160049,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 9.890,00;R$ 9.663,00;;
PEUGEOT;206 16 PRESENC;TABELA A – CARROS;160048,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 11.956,00;R$ 11.050,00;;
PEUGEOT;206 14 PRESENC;TABELA A – CARROS;160047,00;G;;;;;;;;;;;;;;;;;;;R$ 13.531,00;;R$ 11.595,00;R$ 10.842,00;R$ 9.917,00;;
PEUGEOT;206 10 PRESENC;TABELA A – CARROS;160046,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 9.140,00;;
PEUGEOT;206 16 GRIFFE;TABELA A – CARROS;160042,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 11.016,00;;
PEUGEOT;206 16 FELINE;TABELA A – CARROS;160039,00;G;;;;;;;;;;;;;;;;;;;R$ 14.974,00;;;R$ 12.305,00;R$ 12.035,00;;
PEUGEOT;206 14 FELINE;TABELA A – CARROS;160038,00;G;;;;;;;;;;;;;;;;;;;;;R$ 12.248,00;R$ 11.886,00;R$ 11.443,00;;
PEUGEOT;206 SW 14SENSAT;TABELA A – CARROS;160062,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 12.025,00;;;
PEUGEOT;206 SELECTION;TABELA A – CARROS;160001,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 9.635,00;R$ 9.257,00;R$ 8.904,00
PEUGEOT;PEUGEOT 307 RALLYE 20M;TABELA A – CARROS;154455,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 15.053,00;R$ 14.583,00;
PEUGEOT;PEUGEOT 307 PASSIO 20M;TABELA A – CARROS;154454,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 14.745,00;R$ 13.631,00
PEUGEOT;206 QUIKSILVER16;TABELA A – CARROS;160006,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 9.814,00;R$ 8.928,00
PEUGEOT;206 SOLEIL 16;TABELA A – CARROS;160005,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 9.856,00;R$ 9.099,00
PEUGEOT;206 RALLYE 16;TABELA A – CARROS;160004,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 13.506,00;R$ 12.445,00;R$ 10.821,00;R$ 10.498,00
PEUGEOT;PEUGEOT 206 SW XSPRM16;TABELA A – CARROS;154459,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 11.624,00;;
PEUGEOT;206 QUIKSILVER;TABELA A – CARROS;160002,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 9.815,00;R$ 8.927,00
PEUGEOT;PEUGEOT 307 SW 20 M;TABELA A – CARROS;154461,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 17.341,00;R$ 16.072,00;R$ 16.044,00;R$ 14.072,00
PEUGEOT;206 SOLEIL;TABELA A – CARROS;160000,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 9.855,00;R$ 9.100,00
PEUGEOT;PEUGEOT 307 BK CLASS16;TABELA A – CARROS;154445,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 15.477,00
PEUGEOT;PEUGEOT 307 PASSIO 16M;TABELA A – CARROS;154444,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 15.325,00;R$ 14.275,00;R$ 14.080,00
PEUGEOT;PEUGEOT 307 RALLYE 16M;TABELA A – CARROS;154443,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 14.532,00;R$ 14.348,00
PEUGEOT;206 16 HOLID FX;TABELA A – CARROS;160089,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 13.673,00;;;
PEUGEOT;PEUGEOT 307 SW 20A;TABELA A – CARROS;160554,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 17.190,00;R$ 15.928,00;;
PEUGEOT;206 PASSION 16;TABELA A – CARROS;160003,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 10.384,00;R$ 10.190,00
PEUGEOT;PEUGEOT 307XSPREMIUMHD;TABELA A – CARROS;154496,00;D;;;;;;;;;;;;;;;;;;;;;R$ 16.201,00;;;;
PEUGEOT;PEUGEOT 206 PASSION;TABELA A – CARROS;154412,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 10.383,00;R$ 10.190,00
PEUGEOT;PEUGEOT 206 RALLYE;TABELA A – CARROS;154413,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 11.756,00;R$ 11.004,00
PEUGEOT;PEUGEOT 206 SOLEIL;TABELA A – CARROS;154414,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 9.776,00;R$ 9.169,00
PEUGEOT;PEUGEOT 406 FAMILIALE;TABELA A – CARROS;154421,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 12.123,00
PEUGEOT;PEUGEOT 607;TABELA A – CARROS;154424,00;G;;;;;;;;;;;;;;;;;;;;R$ 44.828,00;R$ 42.494,00;;R$ 34.163,00;R$ 29.252,00;R$ 25.733,00
PEUGEOT;PEUGEOT 206 SW XLINE11;TABELA A – CARROS;154458,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 11.682,00;;
PEUGEOT;PEUGEOT 206 COUPE CABR;TABELA A – CARROS;154430,00;G;;;;;;;;;;;;;;;;;;;;R$ 39.140,00;R$ 37.036,00;R$ 35.048,00;R$ 31.597,00;R$ 29.009,00;R$ 27.616,00
PEUGEOT;PEUGEOT 306 RA H3 18;TABELA A – CARROS;154405,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 14.559,00;
PEUGEOT;PEUGEOT 807 ST 20A;TABELA A – CARROS;154491,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 26.985,00;R$ 24.482,00;
PEUGEOT;PEUGEOT PART USHUAIA;TABELA A – CARROS;154489,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 10.221,00
PEUGEOT;PEUGEOT 607 IVOIREPK29;TABELA A – CARROS;154475,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 29.197,00
PEUGEOT;PEUGEOT 406 ST 30 V6 A;TABELA A – CARROS;154470,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 17.935,00;
PEUGEOT;PEUGEOT 307 BK XT 16E;TABELA A – CARROS;154467,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 15.685,00
PEUGEOT;PEUGEOT 807 ST PUL 20E;TABELA A – CARROS;154466,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 43.276,00
PEUGEOT;PEUGEOT 206 SELECTION;TABELA A – CARROS;154427,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 8.970,00;R$ 8.873,00
PEUGEOT;208 ACTIVE;TABELA A – CARROS;161698,00;G;;;;;;;;;;;R$ 41.701,00;R$ 38.029,00;R$ 33.829,00;R$ 30.275,00;R$ 27.430,00;;;;;;;;;;
PEUGEOT;PEUGEOT 308 FELINE THP;TABELA A – CARROS;161689,00;G;;;;;;;;;;;;;;R$ 46.401,00;R$ 45.365,00;;;;;;;;;;
PEUGEOT;PEUGEOT 508 THP;TABELA A – CARROS;161691,00;G;;;;;;;;;;;;;;R$ 67.438,00;R$ 62.423,00;R$ 59.988,00;;;;;;;;;
PEUGEOT;PEUGEOT 3008GRIFFE THP;TABELA A – CARROS;161692,00;G;;;;;;;;;;;;R$ 74.664,00;R$ 65.567,00;;;;;;;;;;;;
PEUGEOT;208 FELINE A;TABELA A – CARROS;161694,00;G;;;;;;;;;;;;;;;R$ 28.648,00;;;;;;;;;;
PEUGEOT;208 FELINE;TABELA A – CARROS;161695,00;G;;;;;;;;;;;;;;;R$ 25.488,00;;;;;;;;;;
PEUGEOT;PEUGEOT 307 20S GRIFFE;TABELA A – CARROS;160825,00;G;;;;;;;;;;;;;;;;;;;;R$ 19.337,00;;;;;
PEUGEOT;208 GRIFFE A;TABELA A – CARROS;161697,00;G;;;;;;;;;;;R$ 55.246,00;R$ 46.340,00;R$ 43.579,00;R$ 39.181,00;R$ 37.044,00;;;;;;;;;;
PEUGEOT;PEUGEOT 207HB XR;TABELA A – CARROS;160897,00;G;;;;;;;;;;;;;;R$ 21.041,00;R$ 20.096,00;R$ 18.702,00;R$ 18.136,00;R$ 17.126,00;R$ 15.570,00;;;;;;
PEUGEOT;PEUGEOT 307SD PRESENCE;TABELA A – CARROS;162100,00;G;;;;;;;;;;;;;;;;;R$ 23.988,00;R$ 21.225,00;R$ 19.072,00;;;;;;
PEUGEOT;PEUGEOT 307SD PRES PK;TABELA A – CARROS;162102,00;G;;;;;;;;;;;;;;;;;R$ 24.234,00;R$ 21.442,00;R$ 19.134,00;;;;;;
PEUGEOT;PEUGEOT 307SD PRESENCE;TABELA A – CARROS;162105,00;G;;;;;;;;;;;;;;;;;;;;R$ 18.600,00;;;;;
PEUGEOT;PEUGEOT 307HB PRESEN A;TABELA A – CARROS;162107,00;G;;;;;;;;;;;;;;;;;R$ 25.691,00;;R$ 22.308,00;;;;;;
PEUGEOT;PEUGEOT 307HB PRESENCE;TABELA A – CARROS;162108,00;G;;;;;;;;;;;;;;;;;;;R$ 20.161,00;;;;;;
PEUGEOT;PEUGEOT 307SD PRE PK A;TABELA A – CARROS;162109,00;G;;;;;;;;;;;;;;;;;R$ 26.894,00;R$ 25.728,00;;;;;;;
PEUGEOT;208 GRIFFE;TABELA A – CARROS;161696,00;G;;;;;;;;;;;R$ 51.385,00;R$ 45.313,00;R$ 40.322,00;R$ 37.360,00;R$ 35.279,00;;;;;;;;;;
PEUGEOT;206 16 ALLURE FX;TABELA A – CARROS;161309,00;G;;;;;;;;;;;;;;;;;;;R$ 12.157,00;R$ 11.089,00;;;;;
PEUGEOT;207PASSION XR S;TABELA A – CARROS;161322,00;G;;;;;;;;;;;;;;R$ 24.736,00;R$ 22.552,00;R$ 20.810,00;R$ 19.512,00;R$ 18.702,00;R$ 17.242,00;;;;;;
PEUGEOT;207PASSION XS;TABELA A – CARROS;161321,00;G;;;;;;;;;;;;;;R$ 25.199,00;R$ 23.781,00;R$ 21.291,00;R$ 19.294,00;R$ 18.390,00;R$ 17.525,00;;;;;;
PEUGEOT;207 3P;TABELA A – CARROS;161319,00;G;;;;;;;;;;;;;;;;;;;R$ 16.600,00;;;;;;
PEUGEOT;207 5P;TABELA A – CARROS;161318,00;G;;;;;;;;;;;;;;R$ 22.878,00;R$ 21.591,00;R$ 19.116,00;;;R$ 17.890,00;;;;;;
PEUGEOT;207 SW;TABELA A – CARROS;161317,00;G;;;;;;;;;;;;;;;;;;;R$ 15.896,00;;;;;;
PEUGEOT;207 SD;TABELA A – CARROS;161316,00;G;;;;;;;;;;;;;;;;;;;R$ 22.624,00;;;;;;
PEUGEOT;PEUGEOT 307 SDFELINE A;TABELA A – CARROS;160892,00;G;;;;;;;;;;;;;;;;;R$ 30.115,00;R$ 25.472,00;R$ 20.926,00;R$ 19.282,00;;;;;
PEUGEOT;206SW 16FE FXA;TABELA A – CARROS;161310,00;G;;;;;;;;;;;;;;;;;;;R$ 17.919,00;R$ 16.391,00;;;;;
PEUGEOT;PEUGEOT 307 SD FELINE;TABELA A – CARROS;160894,00;G;;;;;;;;;;;;;;;;;R$ 29.185,00;R$ 25.630,00;R$ 21.039,00;R$ 19.181,00;;;;;
PEUGEOT;206 14 MOONLI FX;TABELA A – CARROS;161306,00;G;;;;;;;;;;;;;;;;;;;R$ 14.348,00;R$ 13.217,00;;;;;
PEUGEOT;206 SW14 MOON FX;TABELA A – CARROS;161305,00;G;;;;;;;;;;;;;;;;;;;R$ 15.801,00;R$ 14.509,00;;;;;
PEUGEOT;PEUGEOT 508;TABELA A – CARROS;161684,00;G;;;;;;;;;;;;;;;;R$ 61.886,00;;;;;;;;;
PEUGEOT;PEUGEOT 308 GRIFFE THP;TABELA A – CARROS;161686,00;G;;;;;;;;;;;;R$ 58.543,00;R$ 49.883,00;R$ 47.429,00;;;;;;;;;;;
PEUGEOT;PEUGEOT 207HB XR S;TABELA A – CARROS;160898,00;G;;;;;;;;;;;;;;R$ 24.794,00;R$ 23.613,00;R$ 22.488,00;R$ 19.228,00;R$ 17.704,00;;;;;;;
PEUGEOT;PEUGEOT 206;TABELA A – CARROS;162112,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 9.260,00
PEUGEOT;206 16FELI FXA;TABELA A – CARROS;161311,00;G;;;;;;;;;;;;;;;;;;;R$ 16.526,00;R$ 15.128,00;;;;;
PEUGEOT;PEUGEOT 307 20S A FELI;TABELA A – CARROS;160837,00;G;;;;;;;;;;;;;;;;;;;R$ 21.032,00;R$ 19.026,00;R$ 16.213,00;;;;
PEUGEOT;PEUGEOT 307SD PRESEN A;TABELA A – CARROS;162110,00;G;;;;;;;;;;;;;;;;;;R$ 25.728,00;R$ 24.922,00;;;;;;
PEUGEOT;PEUGEOT 307SW 20SA XSI;TABELA A – CARROS;160865,00;G;;;;;;;;;;;;;;;;;;;;R$ 21.683,00;;;;;
