Fabricante;Modelo;Categoria;Cód.;Combustivel;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
GM - CHEVROLET;TRAILBLAZER LTZ AG4;TABELA B - CAMINHONETAS E UTILITARIOS;222816,00;G;;;;;;;;;;;R$ 128.780,00;R$ 109.794,00;R$ 93.587,00;R$ 85.413,00;R$ 83.395,00;;;;;;;;;;
GM - CHEVROLET;GM AVALANCHE 1500;TABELA B - CAMINHONETAS E UTILITARIOS;201608,00;G;;;;;;;;;;;;;;R$ 159.007,00;R$ 150.059,00;;;;;;;;;;
GM - CHEVROLET;CHEVROLET AVALANCHELTZ;TABELA B - CAMINHONETAS E UTILITARIOS;201607,00;G;;;;;;;;;;;;;;;R$ 196.248,00;R$ 186.088,00;;;;;;;;;
GM - CHEVROLET;CHEVROLET S10;TABELA B - CAMINHONETAS E UTILITARIOS;211803,00;D;;;;;;;;;;;;;;;;;;;R$ 29.872,00;;;;;;
GM - CHEVROLET;GMC JIMMY 4WD;TABELA B - CAMINHONETAS E UTILITARIOS;216307,00;G;;;;;;;;;;;;R$ 49.429,00;;;;;;;;;;;;;
GM - CHEVROLET;GMC ENVOY SLT4WD;TABELA B - CAMINHONETAS E UTILITARIOS;216309,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 63.999,00;;
GM - CHEVROLET;GMC YUKON;TABELA B - CAMINHONETAS E UTILITARIOS;216313,00;G;;;;;;;;;;;;;;;;;;;;;R$ 82.032,00;R$ 69.281,00;;;
GM - CHEVROLET;TRAILBLAZER LT D4A;TABELA B - CAMINHONETAS E UTILITARIOS;222819,00;G;;;;;;;;;;;R$ 155.028,00;R$ 138.668,00;R$ 125.937,00;;;;;;;;;;;;
GM - CHEVROLET;GMC TERRAIN SLE-1;TABELA B - CAMINHONETAS E UTILITARIOS;222623,00;G;;;;;;;;;;;;;;;R$ 108.901,00;R$ 102.674,00;;;;;;;;;
GM - CHEVROLET;TRAILBLAZER LTZ AD4;TABELA B - CAMINHONETAS E UTILITARIOS;222817,00;G;;;;;;;;;;;;;;R$ 110.964,00;R$ 108.456,00;;;;;;;;;;
GM - CHEVROLET;CHEVROLET AVALANCHE LT;TABELA B - CAMINHONETAS E UTILITARIOS;201609,00;G;;;;;;;;;;;;;;;;;;R$ 141.162,00;;;;;;;
GM - CHEVROLET;BLAZER DLX 2.8;TABELA B - CAMINHONETAS E UTILITARIOS;222809,00;D;;;;;;;;;;;;;;;;;;;;;;;R$ 36.545,00;;R$ 33.976,00
GM - CHEVROLET;BLAZER EXECUTIVE;TABELA B - CAMINHONETAS E UTILITARIOS;222803,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 24.759,00;R$ 22.278,00
GM - CHEVROLET;BLAZER EXECUTIVE 4X4;TABELA B - CAMINHONETAS E UTILITARIOS;222807,00;G;;;;;;;;;;;;;;;;;;R$ 41.613,00;R$ 33.081,00;;;;;;R$ 22.712,00
GM - CHEVROLET;TRAILBLAZER LTZ D4A;TABELA B - CAMINHONETAS E UTILITARIOS;222818,00;G;;;;;;;;;;;R$ 153.284,00;R$ 130.115,00;R$ 122.529,00;R$ 110.964,00;;;;;;;;;;;
GM - CHEVROLET;BLAZER DLX 2.8 4X4;TABELA B - CAMINHONETAS E UTILITARIOS;222808,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 33.944,00;R$ 31.857,00;R$ 29.971,00;R$ 28.179,00
GM - CHEVROLET;BLAZER TORNADO;TABELA B - CAMINHONETAS E UTILITARIOS;222815,00;G;;;;;;;;;;;;;;;;;;;;;R$ 25.785,00;R$ 23.547,00;R$ 21.547,00;;
GM - CHEVROLET;BLAZER 2.8 4X4;TABELA B - CAMINHONETAS E UTILITARIOS;222810,00;G;;;;;;;;;;;;;;;;;;;R$ 57.258,00;R$ 50.017,00;R$ 45.788,00;R$ 42.671,00;R$ 40.368,00;R$ 39.119,00;R$ 36.180,00
GM - CHEVROLET;BLAZER 2.8;TABELA B - CAMINHONETAS E UTILITARIOS;222811,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 36.180,00
GM - CHEVROLET;BLAZER COLINA 4X4;TABELA B - CAMINHONETAS E UTILITARIOS;222812,00;G;;;;;;;;;;;;;;;;;;R$ 53.288,00;R$ 51.291,00;R$ 47.141,00;R$ 45.675,00;R$ 42.926,00;R$ 33.790,00;;
GM - CHEVROLET;BLAZER ADVANTAGE;TABELA B - CAMINHONETAS E UTILITARIOS;222813,00;G;;;;;;;;;;;;;;;R$ 35.974,00;R$ 34.434,00;R$ 32.960,00;R$ 31.706,00;R$ 30.088,00;R$ 28.134,00;R$ 24.440,00;R$ 21.358,00;R$ 20.319,00;;
GM - CHEVROLET;BLAZER COLINA;TABELA B - CAMINHONETAS E UTILITARIOS;222814,00;G;;;;;;;;;;;;;;;;;;;;;R$ 24.125,00;R$ 20.869,00;R$ 20.150,00;;
GM - CHEVROLET;GMSILVERADOK2500HDLT;TABELA B - CAMINHONETAS E UTILITARIOS;308018,00;D;;;;;;;;;;;;;;R$ 167.726,00;;;;;;;;;;;
GMC;GMC YUKON XL 1500 SLT;TABELA B - CAMINHONETAS E UTILITARIOS;216339,00;G;;;;;;;;;;;;;;R$ 231.396,00;;;;;;;;;;;
GMC;GMC SIERRA DENALI;TABELA B - CAMINHONETAS E UTILITARIOS;216321,00;G;;;;;;;;;;;;;;R$ 191.299,00;R$ 175.691,00;R$ 167.799,00;R$ 162.544,00;R$ 159.430,00;;;;;;;
GMC;GMC TERRAIN SLT-2;TABELA B - CAMINHONETAS E UTILITARIOS;222622,00;G;;;;;;;;;;;;;;;;R$ 142.980,00;;;;;;;;;
GMC;GMC YUKON 1500 DENALI;TABELA B - CAMINHONETAS E UTILITARIOS;216336,00;G;;;;;;;;;;;;;;;R$ 238.405,00;R$ 224.772,00;;;;;;;;;
GMW;GMW SAILOR 2.2;TABELA B - CAMINHONETAS E UTILITARIOS;245614,00;G;;;;;;;;;;;;;;;;;;;R$ 21.982,00;;;;;;
GONOW;GONOW ALTER PICKUP 4WD;TABELA B - CAMINHONETAS E UTILITARIOS;223504,00;D;;;;;;;;;;;;;;;;;;;R$ 32.892,00;;;;;;
GONOW;GONOW GX6 SUV;TABELA B - CAMINHONETAS E UTILITARIOS;223505,00;D;;;;;;;;;;;;;;;;;;R$ 36.682,00;;;;;;;
GONOW;GONOW AOTENG PICKUP;TABELA B - CAMINHONETAS E UTILITARIOS;223500,00;D;;;;;;;;;;;;;;;;;;;R$ 34.129,00;;;;;;
GONOW;GONOW JETSTAR SUV;TABELA B - CAMINHONETAS E UTILITARIOS;223502,00;D;;;;;;;;;;;;;;;;;;;R$ 30.850,00;;;;;;
GONOW;GONOW GX6 4X4 SUV;TABELA B - CAMINHONETAS E UTILITARIOS;223503,00;D;;;;;;;;;;;;;;;;;;;R$ 29.724,00;;;;;;
GONOW;GONOW TROY PICKUP;TABELA B - CAMINHONETAS E UTILITARIOS;223501,00;D;;;;;;;;;;;;;;;;;;;R$ 34.146,00;;;;;;
GREAT WALL;GREAT WALL HOVER CUV;TABELA B - CAMINHONETAS E UTILITARIOS;245600,00;G;;;;;;;;;;;;;;;;;;;;R$ 45.434,00;R$ 42.264,00;;;;
GREAT WALL;GREAT WALL PEGASUS;TABELA B - CAMINHONETAS E UTILITARIOS;245601,00;G;;;;;;;;;;;;;;;;;;;;;R$ 43.975,00;;;;
GREAT WALL;GREAT WALL HOVERCUV4X4;TABELA B - CAMINHONETAS E UTILITARIOS;245604,00;G;;;;;;;;;;;;;;;;;;;R$ 36.112,00;;;;;;
GREAT WALL;GREAT WALL HAVAL M4;TABELA B - CAMINHONETAS E UTILITARIOS;245618,00;G;;;;;;;;;;;;;;R$ 33.637,00;;;;;;;;;;;
GREAT WALL;GREAT WALL WINGLE5 DCD;TABELA B - CAMINHONETAS E UTILITARIOS;245617,00;D;;;;;;;;;;;;;;R$ 47.363,00;;;;;;;;;;;
GREAT WALL;GREAT WALL HAVAL M4 LX;TABELA B - CAMINHONETAS E UTILITARIOS;245616,00;G;;;;;;;;;;;;;;R$ 33.925,00;R$ 32.016,00;;;;;;;;;;
GREAT WALL;GREAT WALL HAVAL H6 EL;TABELA B - CAMINHONETAS E UTILITARIOS;245615,00;G;;;;;;;;;;;;;;R$ 38.398,00;R$ 36.238,00;;;;;;;;;;
GREAT WALL;GREAT WALL WINGLE L4X4;TABELA B - CAMINHONETAS E UTILITARIOS;245610,00;G;;;;;;;;;;;;;;;;;R$ 54.404,00;;;;;;;;
GREAT WALL;GREAT WALL WINGLE S4X4;TABELA B - CAMINHONETAS E UTILITARIOS;245612,00;G;;;;;;;;;;;;;;;;;R$ 53.220,00;;;;;;;;
GREAT WALL;GREAT WALL WINGLE S4X2;TABELA B - CAMINHONETAS E UTILITARIOS;245611,00;G;;;;;;;;;;;;;;;;;R$ 54.173,00;;;;;;;;
GREAT WALL;GREAT WALL HOUVER E4X2;TABELA B - CAMINHONETAS E UTILITARIOS;245608,00;G;;;;;;;;;;;;;;;;;R$ 45.832,00;;;;;;;;
GREAT WALL;GREAT WALL HOUVER L4X2;TABELA B - CAMINHONETAS E UTILITARIOS;245607,00;G;;;;;;;;;;;;;;;;;R$ 46.183,00;;;;;;;;
GREAT WALL;GREAT WALL HOUVER L4X4;TABELA B - CAMINHONETAS E UTILITARIOS;245606,00;G;;;;;;;;;;;;;;;;;R$ 50.961,00;;;;;;;;
GREAT WALL;GREAT WALL HOVERCUV4X2;TABELA B - CAMINHONETAS E UTILITARIOS;245605,00;G;;;;;;;;;;;;;;;;;;;R$ 39.457,00;;;;;;
GREAT WALL;GREAT WALL WINGLE L4X2;TABELA B - CAMINHONETAS E UTILITARIOS;245613,00;G;;;;;;;;;;;;;;;;;R$ 55.267,00;;;;;;;;
GREAT WALL;GREAT WALL HOUVER SL4X4;TABELA B - CAMINHONETAS E UTILITARIOS;245609,00;G;;;;;;;;;;;;;;;;;R$ 51.440,00;;;;;;;;
GURGEL;S10 EXECUTIVE 4X4;TABELA B - CAMINHONETAS E UTILITARIOS;220490,00;D;;;;;;;;;;;;;;;;;;;;R$ 51.449,00;;;;;
HAFEI;HAFEI RUIYI PICKUP;TABELA B - CAMINHONETAS E UTILITARIOS;245701,00;G;;;;;;;;;;;;;;R$ 15.862,00;R$ 15.036,00;R$ 14.254,00;R$ 12.548,00;R$ 12.131,00;R$ 10.067,00;R$ 9.459,00;R$ 8.797,00;;;;
HAFEI;HAFEI NM PICKUP DC;TABELA B - CAMINHONETAS E UTILITARIOS;245747,00;G;;;;;;;;;;;;;;;;R$ 13.000,00;;;;;;;;;
HAFEI;HAFEI NM PICKUP SC;TABELA B - CAMINHONETAS E UTILITARIOS;245746,00;G;;;;;;;;;;;;;;;R$ 19.019,00;;;;;;;;;;
HAFEI;HAFEI MINIVAN C MAR A;TABELA B - CAMINHONETAS E UTILITARIOS;245739,00;G;;;;;;;;;;;;;;;;R$ 19.142,00;;;;;;;;;
HAFEI;HAFEI START PICK UP CD;TABELA B - CAMINHONETAS E UTILITARIOS;245738,00;G;;;;;;;;;;;;;;R$ 18.836,00;R$ 18.068,00;R$ 16.963,00;;;;;;;;;
HAFEI;HAFEI START VAN;TABELA B - CAMINHONETAS E UTILITARIOS;245737,00;G;;;;;;;;;;;;;;R$ 20.775,00;R$ 19.606,00;R$ 17.910,00;;;;;;;;;
HAFEI;HAFEI START PICK UP L;TABELA B - CAMINHONETAS E UTILITARIOS;245736,00;G;;;;;;;;;;;;;;R$ 18.733,00;R$ 17.115,00;R$ 15.988,00;;;;;;;;;
HAFEI;HAFEI TOWNER PICKUP CF;TABELA B - CAMINHONETAS E UTILITARIOS;245732,00;G;;;;;;;;;;;;;;;R$ 17.827,00;R$ 16.691,00;;;;;;;;;
HAFEI;HAFEI TOWNER PASS SL;TABELA B - CAMINHONETAS E UTILITARIOS;245730,00;G;;;;;;;;;;;;;;;;R$ 18.252,00;;;;;;;;;
HAFEI;HAFEI MINIV EUROLAF AM;TABELA B - CAMINHONETAS E UTILITARIOS;245727,00;G;;;;;;;;;;;;;;;;R$ 18.378,00;R$ 17.962,00;R$ 15.457,00;;;;;;;
HAFEI;HAFEI HF10 L;TABELA B - CAMINHONETAS E UTILITARIOS;245726,00;G;;;;;;;;;;;;;;;;;;R$ 15.044,00;;;;;;;
HAFEI;HAFEI HF6392;TABELA B - CAMINHONETAS E UTILITARIOS;245725,00;G;;;;;;;;;;;;;;;;R$ 15.271,00;;R$ 13.070,00;;;;;;;
HAFEI;HAFEI ZHONGYI VAN;TABELA B - CAMINHONETAS E UTILITARIOS;245700,00;G;;;;;;;;;;;;;;R$ 22.237,00;R$ 20.986,00;R$ 18.767,00;R$ 17.097,00;R$ 15.988,00;R$ 15.166,00;R$ 14.415,00;R$ 13.697,00;;;;
HAFEI;HAFEI RUIYI PICKUP BAU;TABELA B - CAMINHONETAS E UTILITARIOS;245720,00;G;;;;;;;;;;;;;;;R$ 20.487,00;R$ 19.316,00;R$ 15.495,00;;;;;;;;
HAFEI;HAFEI RUIYI PICKUP CD;TABELA B - CAMINHONETAS E UTILITARIOS;245717,00;G;;;;;;;;;;;;;;R$ 18.689,00;R$ 17.638,00;R$ 15.587,00;R$ 14.291,00;;;;;;;;
HAFEI;HAFEI RUIYI PICKUP L;TABELA B - CAMINHONETAS E UTILITARIOS;245716,00;G;;;;;;;;;;;;;;R$ 17.490,00;R$ 16.506,00;R$ 14.865,00;R$ 12.704,00;;;;;;;;
HAFEI;HAFEI ATENA AMB;TABELA B - CAMINHONETAS E UTILITARIOS;245708,00;G;;;;;;;;;;;;;;;;;;R$ 13.093,00;R$ 12.525,00;;;;;;
HAFEI;HAFEI MINI PICK-UP L;TABELA B - CAMINHONETAS E UTILITARIOS;245707,00;G;;;;;;;;;;;;;;R$ 19.359,00;R$ 17.987,00;R$ 17.406,00;R$ 15.168,00;R$ 14.746,00;R$ 12.296,00;;;;;;
HAFEI;HAFEI TOWNER PICKUP UF;TABELA B - CAMINHONETAS E UTILITARIOS;245724,00;G;;;;;;;;;;;;;;;R$ 17.733,00;R$ 16.720,00;R$ 15.325,00;;;;;;;;
HAFEI;HAFEI MINIVAN 7P L;TABELA B - CAMINHONETAS E UTILITARIOS;245705,00;G;;;;;;;;;;;;;;R$ 20.977,00;R$ 20.004,00;R$ 19.075,00;R$ 17.004,00;R$ 15.965,00;R$ 14.114,00;;;;;;
HAFEI;HAFEI RUIYI;TABELA B - CAMINHONETAS E UTILITARIOS;245754,00;G;;;;;;;;;;;;;;;;R$ 12.227,00;;;;;;;;;
HAFEI;HAFEI MINI EUROLAFMG A;TABELA B - CAMINHONETAS E UTILITARIOS;245721,00;G;;;;;;;;;;;;;;;R$ 19.111,00;R$ 18.018,00;R$ 16.297,00;R$ 14.100,00;;;;;;;
HAFEI;HAFEI TOWNER PICKUP UD;TABELA B - CAMINHONETAS E UTILITARIOS;245722,00;G;;;;;;;;;;;;;;R$ 19.033,00;R$ 17.962,00;R$ 15.563,00;R$ 14.500,00;R$ 13.686,00;;;;;;;
HAFEI;HAFEI TOWNER PICKUP US;TABELA B - CAMINHONETAS E UTILITARIOS;245723,00;G;;;;;;;;;;;;;;R$ 18.445,00;R$ 17.408,00;R$ 15.683,00;R$ 14.242,00;R$ 13.579,00;;;;;;;
HAFEI;HAFEI HFJ1020;TABELA B - CAMINHONETAS E UTILITARIOS;245704,00;G;;;;;;;;;;;;;;;;;;;;R$ 11.988,00;;;;;
HAFEI;HAFEI HFJ6370;TABELA B - CAMINHONETAS E UTILITARIOS;245703,00;G;;;;;;;;;;;;;;;;;;;;R$ 12.109,00;;;;;
HAFEI;HAFEI ZHONGYI FURGAO;TABELA B - CAMINHONETAS E UTILITARIOS;245702,00;G;;;;;;;;;;;;;;;;R$ 17.260,00;R$ 16.044,00;R$ 14.411,00;R$ 13.793,00;R$ 13.059,00;;;;;
HAFEI;HAFEI MINIVAN CARGO L;TABELA B - CAMINHONETAS E UTILITARIOS;245706,00;G;;;;;;;;;;;;;;R$ 19.074,00;R$ 18.397,00;R$ 17.744,00;R$ 15.605,00;R$ 12.940,00;R$ 12.631,00;;;;;;
HAIMA;HAIMA 7 MT;TABELA B - CAMINHONETAS E UTILITARIOS;212007,00;G;;;;;;;;;;;;;;;;;R$ 45.009,00;;;;;;;;
HEBEI;HEBEI ZHONG LANDM 4X2;TABELA B - CAMINHONETAS E UTILITARIOS;245801,00;G;;;;;;;;;;;;;;;R$ 50.486,00;;;;;R$ 11.478,00;;;;;
HEBEI;HEBEI ZHONG GRANDT 4X2;TABELA B - CAMINHONETAS E UTILITARIOS;245802,00;G;;;;;;;;;;;;;;;;;;;;R$ 10.354,00;;;;;
HEBEI;HEBEI ZHONG LANDM 4X4;TABELA B - CAMINHONETAS E UTILITARIOS;245800,00;G;;;;;;;;;;;;;;;;;;;;R$ 11.398,00;;;;;
HONDA;HONDA ODYSSEY EX;TABELA B - CAMINHONETAS E UTILITARIOS;205308,00;G;;;;;;;;;;;;;;;;R$ 49.568,00;R$ 47.864,00;;;R$ 43.135,00;R$ 41.448,00;;;;R$ 35.210,00
HONDA;HONDA CR-V LX FLEX;TABELA B - CAMINHONETAS E UTILITARIOS;205342,00;G;;;;;;;;;;;;R$ 79.023,00;R$ 77.985,00;R$ 76.129,00;;;;;;;;;;;
HONDA;HONDA PILOT LX;TABELA B - CAMINHONETAS E UTILITARIOS;205344,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 26.298,00;;;
HONDA;HONDA ODYSSEY EX-L;TABELA B - CAMINHONETAS E UTILITARIOS;205307,00;G;;;;;;;;;;;;;R$ 106.073,00;R$ 101.891,00;;;R$ 65.741,00;R$ 62.984,00;R$ 61.020,00;R$ 54.625,00;;;;R$ 49.482,00;
HONDA;HONDA PILOT 4WD;TABELA B - CAMINHONETAS E UTILITARIOS;205347,00;G;;;;;;;;;;;;;;R$ 40.784,00;R$ 38.489,00;;;;;;;;;;
HONDA;HONDA CR-V 2.0;TABELA B - CAMINHONETAS E UTILITARIOS;205348,00;G;;;;;;;;;;;;;;;;R$ 53.416,00;;;;;;;;;
HONDA;HONDA CR-V EX;TABELA B - CAMINHONETAS E UTILITARIOS;205306,00;G;;;;;;;;;;;;;R$ 70.897,00;R$ 67.201,00;;R$ 61.689,00;;;R$ 41.720,00;R$ 39.266,00;R$ 30.068,00;R$ 28.944,00;R$ 26.410,00;R$ 23.999,00;R$ 21.636,00
HONDA;HONDA PILOT EX-L 2WD;TABELA B - CAMINHONETAS E UTILITARIOS;205350,00;G;;;;;;;;;;;;;;;;;;;R$ 31.036,00;;;;;;
HONDA;HONDA CR-V EXL FLEX4WD;TABELA B - CAMINHONETAS E UTILITARIOS;205341,00;G;;;;;;;;;;;R$ 121.300,00;R$ 99.493,00;R$ 95.543,00;R$ 84.588,00;;;;;;;;;;;
HONDA;HONDA CR-V EXL;TABELA B - CAMINHONETAS E UTILITARIOS;205309,00;G;;;;;;;;;;;;R$ 96.014,00;R$ 91.076,00;R$ 77.706,00;R$ 66.300,00;R$ 53.416,00;R$ 49.122,00;R$ 45.209,00;R$ 42.810,00;R$ 42.082,00;;;R$ 27.288,00;;
HONDA;HONDA CR-V 2.1I-VTCE;TABELA B - CAMINHONETAS E UTILITARIOS;205312,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 25.675,00;;;
HONDA;HONDA CR-V LX;TABELA B - CAMINHONETAS E UTILITARIOS;205310,00;G;;;;;;;;;;;;;R$ 67.220,00;R$ 64.005,00;R$ 60.945,00;R$ 54.504,00;R$ 45.975,00;R$ 42.260,00;R$ 40.398,00;R$ 39.736,00;R$ 39.310,00;R$ 36.855,00;R$ 35.721,00;R$ 34.043,00;
HONDA;HONDA PILOT EXL;TABELA B - CAMINHONETAS E UTILITARIOS;205311,00;G;;;;;;;;;;;;;R$ 46.839,00;;R$ 37.367,00;;;;R$ 31.036,00;R$ 29.859,00;R$ 28.604,00;R$ 28.500,00;R$ 27.491,00;;
HONDA;HONDA PILOT;TABELA B - CAMINHONETAS E UTILITARIOS;205349,00;G;;;;;;;;;;;;;;;;;R$ 46.021,00;;;;;;;;
HONDA;HONDA PILOT EX;TABELA B - CAMINHONETAS E UTILITARIOS;205329,00;G;;;;;;;;;;;;;;;R$ 39.991,00;R$ 38.014,00;;;R$ 36.667,00;;;R$ 31.403,00;;R$ 28.743,00;
HONDA;HONDA CRV SE;TABELA B - CAMINHONETAS E UTILITARIOS;205321,00;G;;;;;;;;;;;;;;;;;R$ 52.988,00;;;;;R$ 28.677,00;;;
HONDA;HONDA ACURA RDX TECH;TABELA B - CAMINHONETAS E UTILITARIOS;205316,00;G;;;;;;;;;;;;;;;;;;R$ 98.807,00;;;;;;;
HONDA;HONDA ELEMENT EX;TABELA B - CAMINHONETAS E UTILITARIOS;205315,00;G;;;;;;;;;;;;;;;;;;;R$ 47.287,00;;;;;;R$ 36.262,00
HONDA;HONDA CR-V EXL FLEX;TABELA B - CAMINHONETAS E UTILITARIOS;205343,00;G;;;;;;;;;;;;;R$ 90.322,00;R$ 83.253,00;;;;;;;;;;;
HONDA;HONDA CRV RVSI;TABELA B - CAMINHONETAS E UTILITARIOS;205302,00;G;;;;;;;;;;;;;;;;;;;;;R$ 29.572,00;R$ 25.967,00;R$ 25.680,00;R$ 24.532,00;R$ 20.651,00
HONDA;HONDA RIDGELINE RTL;TABELA B - CAMINHONETAS E UTILITARIOS;205313,00;G;;;;;;;;;;;;;;;;;;;R$ 89.451,00;;;;;;
HONDA;HONDA PILOT SE;TABELA B - CAMINHONETAS E UTILITARIOS;205330,00;G;;;;;;;;;;;;;;;;;;;R$ 50.768,00;;;;;;
HONDA;HONDA PILOT V6;TABELA B - CAMINHONETAS E UTILITARIOS;205331,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 30.369,00;;
HONDA;HONDA ODYSSEY;TABELA B - CAMINHONETAS E UTILITARIOS;205303,00;G;;;;;;;;;;;;;R$ 101.069,00;;;;;;R$ 44.310,00;;R$ 41.264,00;;R$ 26.321,00;;R$ 23.341,00
HONDA;HONDA ODYSSEY TOUR ELT;TABELA B - CAMINHONETAS E UTILITARIOS;205333,00;G;;;;;;;;;;;;R$ 121.791,00;;;R$ 70.856,00;R$ 64.202,00;;;;;;;;;
HONDA;HONDA ELEMENT 4WD;TABELA B - CAMINHONETAS E UTILITARIOS;205304,00;G;;;;;;;;;;;;;;;;;R$ 40.786,00;;;;R$ 18.372,00;;;;
HONDA;HONDA CR V RVI;TABELA B - CAMINHONETAS E UTILITARIOS;205305,00;G;;;;;;;;;;;;;;;;;;;R$ 44.481,00;;;;;R$ 24.170,00;
HUANGHAI;HUANGHAI AOUJUN CD;TABELA B - CAMINHONETAS E UTILITARIOS;202104,00;G;;;;;;;;;;;;;;;;;;;R$ 39.802,00;;;;;;
HUANGHAI;HUANGHAI PLUTUSDD1022E;TABELA B - CAMINHONETAS E UTILITARIOS;202103,00;G;;;;;;;;;;;;;;;;;R$ 38.092,00;;;;;;;;
HUANGHAI;HUANGHAI PLUTUS CD;TABELA B - CAMINHONETAS E UTILITARIOS;202105,00;G;;;;;;;;;;;;;;;R$ 47.211,00;R$ 43.478,00;;;R$ 41.625,00;;;;;;
HUMMER;HUMMER H3T LUXURY;TABELA B - CAMINHONETAS E UTILITARIOS;222619,00;G;;;;;;;;;;;;;;;;;;R$ 126.496,00;;;;;;;
HYUNDAI;HYUNDAI VERACRUZ LTD;TABELA B - CAMINHONETAS E UTILITARIOS;221046,00;G;;;;;;;;;;;;;;;;;R$ 53.099,00;;R$ 50.093,00;;;;;;
HYUNDAI;HR UNIVERSAL.AMB;TABELA B - CAMINHONETAS E UTILITARIOS;245306,00;D;;;;;;;;;;;;;;;;;R$ 46.962,00;;;;;;;;
HYUNDAI;HR2.5 RANGEL CD;TABELA B - CAMINHONETAS E UTILITARIOS;245305,00;D;;;;;;;;;;;;R$ 59.044,00;;;;;R$ 42.811,00;;;;;;;;
HYUNDAI;HYUNDAI HR LDBS;TABELA B - CAMINHONETAS E UTILITARIOS;245304,00;D;;;;;;;;;;;;;;;;;;R$ 35.079,00;;;;;;;
HYUNDAI;HYUNDAI TUCSON GLS;TABELA B - CAMINHONETAS E UTILITARIOS;221063,00;G;;;;;;;;;;;;;;R$ 39.147,00;R$ 37.078,00;R$ 35.117,00;R$ 32.424,00;R$ 31.755,00;;R$ 29.135,00;;;;;
HYUNDAI;HYUNDAI VERACRUZ SEAWD;TABELA B - CAMINHONETAS E UTILITARIOS;221047,00;G;;;;;;;;;;;;;;;;;;;R$ 41.517,00;;;;;;
HYUNDAI;HYUNDAI TUCSON LIMITED;TABELA B - CAMINHONETAS E UTILITARIOS;221048,00;G;;;;;;;;;;;;;;;R$ 44.503,00;R$ 42.329,00;;;R$ 33.080,00;;;;;;
HYUNDAI;HYUNDAI SANTAFE V6 LTD;TABELA B - CAMINHONETAS E UTILITARIOS;221049,00;G;;;;;;;;;;;;;;;;;;R$ 45.524,00;R$ 43.346,00;;;;;;
HYUNDAI;HYUNDAI SANTA FE SE;TABELA B - CAMINHONETAS E UTILITARIOS;221050,00;G;;;;;;;;;;;;;;;;;;;;R$ 38.353,00;;;;;
HYUNDAI;HYUNDAI DAVINCI QUEEN;TABELA B - CAMINHONETAS E UTILITARIOS;221052,00;G;;;;;;;;;;;;;;;;;;R$ 39.556,00;;;;;;;
HYUNDAI;TUCSON GLSB;TABELA B - CAMINHONETAS E UTILITARIOS;221053,00;G;;;;;;;;;;;R$ 56.415,00;R$ 51.812,00;R$ 47.585,00;R$ 43.655,00;R$ 39.798,00;R$ 36.872,00;R$ 32.475,00;R$ 30.937,00;R$ 29.071,00;;;;;;
HYUNDAI;TUCSON GLB;TABELA B - CAMINHONETAS E UTILITARIOS;221055,00;G;;;;;;;;;;;;;;R$ 43.505,00;R$ 40.213,00;R$ 35.416,00;R$ 31.608,00;R$ 30.136,00;;;;;;;
HYUNDAI;HYUNDAI SANTA FE 3.5;TABELA B - CAMINHONETAS E UTILITARIOS;221056,00;G;;;;;;;;;;;;;;R$ 66.627,00;R$ 61.120,00;R$ 54.310,00;R$ 48.831,00;R$ 47.986,00;;;;;;;
HYUNDAI;HYUNDAI SANTA FE 2.4;TABELA B - CAMINHONETAS E UTILITARIOS;221057,00;G;;;;;;;;;;;;R$ 76.869,00;;;R$ 55.335,00;R$ 52.701,00;;R$ 46.666,00;;;;;;;
HYUNDAI;HYUNDAI IX35 2.4;TABELA B - CAMINHONETAS E UTILITARIOS;221058,00;G;;;;;;;;;;;;;;;;R$ 59.500,00;R$ 57.212,00;R$ 52.270,00;;;;;;;
HYUNDAI;HYUNDAI IX35 2.0;TABELA B - CAMINHONETAS E UTILITARIOS;221059,00;G;;;;;;;;;;;;;;R$ 60.041,00;R$ 56.902,00;R$ 51.949,00;R$ 47.996,00;R$ 44.785,00;;;;;;;
HYUNDAI;HYUNDAI VERACRUZ 3.8V6;TABELA B - CAMINHONETAS E UTILITARIOS;221044,00;G;;;;;;;;;;;;;;;R$ 61.069,00;R$ 57.577,00;R$ 51.605,00;R$ 47.376,00;R$ 43.249,00;R$ 39.774,00;R$ 38.523,00;;;;
HYUNDAI;HYUNDAI TUCSON LTD FWD;TABELA B - CAMINHONETAS E UTILITARIOS;221061,00;G;;;;;;;;;;;;;;;;;R$ 36.872,00;;;;;;;;
HYUNDAI;HYUNDAI VERACRUZ;TABELA B - CAMINHONETAS E UTILITARIOS;221064,00;G;;;;;;;;;;;;;;;;R$ 57.186,00;;;;;;;;;
