Categoria;Fabricante;Cod.;Modelo;Combustivel;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160100;POLO 1.6;G;;; R$ 36.708,00 ; R$ 30.320,00 ; R$ 26.880,00 ; R$ 25.406,00 ; R$ 23.219,00 ; R$ 22.813,00 ; R$ 20.602,00 ; R$ 19.334,00 ; R$ 17.519,00 ; R$ 15.658,00 ; R$ 14.757,00 ; R$ 13.935,00 ; R$ 12.688,00 
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160112;POLO SEDAN 1.6 COMFOR;G;;; R$ 37.872,00 ; R$ 33.105,00 ; R$ 30.258,00 ; R$ 27.830,00 ; R$ 26.124,00 ; R$ 23.906,00 ; R$ 22.346,00 ; R$ 19.512,00 ; R$ 17.653,00 ; R$ 14.919,00 ;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160611;FOX 1.6 SPORTLINE;G;;;;;;;;;; R$ 18.887,00 ; R$ 17.016,00 ; R$ 16.360,00 ;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160625;FOX 1.6 GII;G;;; R$ 32.813,00 ; R$ 29.212,00 ; R$ 27.348,00 ; R$ 25.294,00 ; R$ 22.284,00 ; R$ 21.892,00 ;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160624;VW FOX 1.6 GII;G;;;;; R$ 27.346,00 ;; R$ 22.285,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160623;FOX 1.0 GII;G;;; R$ 27.669,00 ; R$ 26.380,00 ; R$ 24.284,00 ; R$ 22.397,00 ; R$ 19.923,00 ; R$ 19.898,00 ;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160621;FOX 1.6 PRIME GII;G;;;; R$ 30.205,00 ; R$ 28.635,00 ; R$ 26.707,00 ; R$ 24.653,00 ; R$ 23.540,00 ;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160620;VW FOX 1.2;G;;;;;;;;;; R$ 18.421,00 ;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160619;FOX 1.0 SUNRISE;G;;;;;;;; R$ 19.251,00 ;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160618;VW SPACEFOX ROUTE;G;;;;;;; R$ 26.416,00 ; R$ 23.806,00 ; R$ 22.391,00 ;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160617;VW SPACEFOX SPORTLINE;G;;;;;;;; R$ 22.834,00 ; R$ 21.519,00 ;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160615;FOX EXTREME;G;;;;;;;; R$ 22.746,00 ; R$ 20.769,00 ;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160122;ZILK 1.6L;G;; R$ 43.010,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160613;FOX 1.0 ROUTE;G;;;;;;;; R$ 17.795,00 ; R$ 16.055,00 ; R$ 14.620,00 ;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160600;FOX 1.0;G;;;;;;;; R$ 19.718,00 ; R$ 17.900,00 ; R$ 17.448,00 ; R$ 16.321,00 ; R$ 15.669,00 ; R$ 15.112,00 ; R$ 13.886,00 ; R$ 13.072,00 
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160610;FOX 1.0 SPORTLINE;G;;;;;;;;;; R$ 15.511,00 ; R$ 15.125,00 ;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160609;VW SPACEFOX;G;;;;;;; R$ 24.725,00 ; R$ 23.521,00 ; R$ 21.278,00 ; R$ 20.456,00 ; R$ 19.119,00 ;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160608;VW SPACEFOX COMFORT;G;;;;;;;;; R$ 21.737,00 ; R$ 20.062,00 ; R$ 19.248,00 ;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160607;FOX EU;G;;;;;;;;;;; R$ 12.786,00 ; R$ 12.336,00 ;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160606;CROSSFOX;G;;;;;;;; R$ 25.909,00 ; R$ 24.127,00 ; R$ 21.734,00 ; R$ 20.654,00 ; R$ 19.192,00 ; R$ 18.776,00 ;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160605;FOX 1.6 PLUS;G;;;;;;;; R$ 18.963,00 ; R$ 16.600,00 ; R$ 16.392,00 ; R$ 15.349,00 ; R$ 15.128,00 ;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160604;FOX 1.6 CITY;G;;;;;;;;;;;;; R$ 12.584,00 ;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160603;FOX 1.6;G;;;;;;;;;;; R$ 17.156,00 ; R$ 16.363,00 ; R$ 15.493,00 ; R$ 14.535,00 ;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160683;NOVO GOL HL MBP;G; R$ 42.710,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160614;FOX 1.6 ROUTE;G;;;;;;;; R$ 21.926,00 ; R$ 19.326,00 ; R$ 18.522,00 ;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154860;VW GOLF GTI AD;G;; R$ 99.735,00 ; R$ 95.371,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154846;NOVO GOL 1.0 COMFORTL;G; R$ 37.638,00 ; R$ 31.967,00 ; R$ 30.892,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154847;GOL CITY MB;G; R$ 28.168,00 ; R$ 26.560,00 ; R$ 25.044,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154848;GOL TL MC;G; R$ 35.218,00 ; R$ 31.168,00 ; R$ 29.154,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154849;GOL SELECAO MB;G;;; R$ 27.994,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154850;GOL CITY SC;G;;; R$ 27.539,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154851;GOL 1.0 TRENDLIN;G; R$ 31.856,00 ; R$ 29.112,00 ; R$ 27.940,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154852;GOL HL SC;G; R$ 43.445,00 ; R$ 30.903,00 ; R$ 29.139,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154857;VW GOLF 1.4 COMFORTL;G;;; R$ 55.514,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160684;NOVO GOL CL MCV;G; R$ 38.157,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154859;VW GOLF COMFORTLINE AC;G;; R$ 65.003,00 ; R$ 59.500,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154843;GOL TL SC;G;;; R$ 26.789,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154861;VW GOLF HIGHLINE MC;G;; R$ 63.491,00 ; R$ 59.867,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154862;VW GOLF HIGHLINE AC;G;; R$ 71.018,00 ; R$ 66.113,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154868;GOL HL SC S;G;; R$ 31.988,00 ; R$ 30.161,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154869;GOL HL MC S;G;; R$ 36.066,00 ; R$ 31.392,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154870;GOL CITY MC S;G;; R$ 28.660,00 ; R$ 27.024,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154871;GOL CITY MB S;G;; R$ 27.596,00 ; R$ 25.516,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154872; GOL SPECIAL MB;G; R$ 30.579,00 ; R$ 25.878,00 ; R$ 23.320,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160680;NOVO GOL TL MBV;G; R$ 32.517,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154878;VW GOLF GTE;G;; R$ 104.496,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154858;VW GOLF Comfortline MC;G;; R$ 59.513,00 ; R$ 56.116,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154825;VW GOLF COMFORTLINE MA;G;; R$ 65.041,00 ; R$ 61.714,00 ; R$ 56.873,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154813;GOLF FLASH;G;;;;;;;;;;; R$ 20.435,00 ; R$ 18.881,00 ;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154814;GOLF 1.6 SPORTLINE;G;;;; R$ 41.025,00 ; R$ 37.219,00 ; R$ 35.793,00 ; R$ 32.220,00 ; R$ 28.726,00 ; R$ 27.611,00 ; R$ 24.895,00 ;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154815;GOLF 1.6 TECH;G;;;;;;;; R$ 30.861,00 ; R$ 28.918,00 ;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154816;GOLF 2.0 GT;G;;;; R$ 44.593,00 ; R$ 40.390,00 ; R$ 37.550,00 ; R$ 33.501,00 ; R$ 31.815,00 ; R$ 29.828,00 ;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154818;GOLF 2.0 SILVER EDIT.;G;;;;;;;; R$ 30.251,00 ;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154819;GOLF 2.0 BLACK EDIT.;G;;;; R$ 45.297,00 ; R$ 41.869,00 ; R$ 38.015,00 ; R$ 35.656,00 ; R$ 33.923,00 ;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154820;GOLF 2.0 SPORTLINE;G;;;; R$ 43.969,00 ; R$ 39.402,00 ; R$ 36.273,00 ; R$ 35.255,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154821;VW GOLF HIGHLINE MA;G;;; R$ 60.053,00 ; R$ 55.153,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154822;VW GOLF HIGHLINE AA;G;;; R$ 63.449,00 ; R$ 58.273,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154845;GOL SELECAO SC;G;;; R$ 29.406,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154824;VW GOLF COMFORTLINE AA;G;;; R$ 66.083,00 ; R$ 61.307,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154844;GOL CITY MC;G; R$ 29.524,00 ; R$ 27.838,00 ; R$ 25.516,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154829;GOL 1.6 SELECAO;G;;; R$ 34.628,00 ; R$ 31.003,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154834;GOL RALLYE MA;G; R$ 45.637,00 ; R$ 40.450,00 ; R$ 38.141,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154835;GOL RALLYE SA;G; R$ 47.062,00 ; R$ 41.410,00 ; R$ 38.968,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154838;GOL CL SC;G; R$ 39.738,00 ; R$ 32.481,00 ; R$ 30.626,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154839;GOL HL MC;G; R$ 42.200,00 ; R$ 29.678,00 ; R$ 28.185,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154840;GOL CL MC;G; R$ 39.600,00 ; R$ 32.763,00 ; R$ 30.892,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154841;GOL SELECAO MC;G;;; R$ 29.406,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154842;GOL TRACK MB;G; R$ 35.527,00 ; R$ 27.319,00 ; R$ 25.759,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154879;VW GOLF VARIANT CL AA;G; R$ 83.277,00 ; R$ 79.733,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154823;VW GOLF GTI AB;G;;; R$ 93.536,00 ; R$ 68.383,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160690;FOX RUN MBV;G; R$ 44.744,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154880;VW GOLF VARIANT HL AA;G; R$ 99.526,00 ; R$ 92.145,00 ; R$ 87.519,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160696;NOVO FOX RUN MBP;G; R$ 45.676,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160695;FOX CL SBV;G; R$ 43.113,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160694;FOX HL SFV;G; R$ 48.516,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160693;FOX HL MFV;G; R$ 45.576,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154873;GOL TRACK MB S;G;; R$ 30.512,00 ; R$ 28.979,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160691;FOX TRACK MCV;G; R$ 40.078,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160689;FOX HL SFP;G; R$ 48.041,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160688;NOVO VOYAGE HL MBP;G; R$ 42.676,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154892;GOLF COMFORTLINE AA;G; R$ 74.173,00 ; R$ 69.827,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154890;GOLF COMFORTLINE MA;G; R$ 65.441,00 ; R$ 58.803,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160692;FOX HL MFP;G; R$ 45.576,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154891;GOLF GTI AC;G; R$ 113.845,00 ; R$ 104.496,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160687;NOVO VOYAGE HL SBP;G; R$ 45.625,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;154898;GOLF HIGHLINE MB;G; R$ 91.840,00 ; R$ 88.744,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160685;NOVO GOL CL SBV;G; R$ 40.355,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLKSWAGEN;160686;NOVO VOYAGE CL MBP;G; R$ 42.770,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112397;VOLVO S60 2.0 T5 COMF;G;;;; R$ 65.064,00 ; R$ 61.404,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112389;VOLVO S60 2.0 T5 R-DES;G;;; R$ 102.786,00 ; R$ 90.302,00 ;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112381;VOLVO S60 3.0T TOP;G;;;; R$ 85.075,00 ; R$ 81.026,00 ; R$ 80.160,00 ; R$ 74.653,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112382;VOLVO S80 3.0T;G;;;;;; R$ 135.669,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112383;VOLVO C30 T5 R-DESIGN;G;;;;; R$ 61.744,00 ; R$ 58.013,00 ; R$ 54.506,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112387;VOLVO S60 1.6T4COMFORT;G;;;; R$ 60.021,00 ; R$ 57.213,00 ; R$ 54.536,00 ; R$ 51.154,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112388;VOLVO S60 2.0 T5 DYNA;G;;;; R$ 73.439,00 ; R$ 68.242,00 ; R$ 59.569,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112390;VOLVO S60 3.0 T6 R-DES;G;;; R$ 128.435,00 ; R$ 123.705,00 ; R$ 101.438,00 ; R$ 98.973,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112391;VOLVO S60 T5;G;; R$ 79.588,00 ; R$ 75.799,00 ; R$ 72.189,00 ;; R$ 62.450,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112392;VOLVO V60 2.0T5 R-DESI;G;;;; R$ 105.688,00 ; R$ 101.269,00 ; R$ 96.043,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112393;VOLVO V60 1.6 T4;G;;;; R$ 82.323,00 ;; R$ 64.370,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112394;VOLVO V60 3.0T6 R-DESI;G;;;; R$ 139.070,00 ; R$ 133.904,00 ; R$ 127.262,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112396;VOLVO S60 T6;G;;;; R$ 85.029,00 ;; R$ 76.294,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112398;VOLVO V60 2.0 T5 R-DES;G;;; R$ 111.049,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112375;VOLVO S80;G;;;; R$ 213.037,00 ;;;;;;;;; R$ 46.489,00 ; R$ 42.202,00 ;
TABELA A - AUTOMOVEIS;VOLVO;112395;VOLVO V70 T4F;G;;;;; R$ 80.933,00 ; R$ 76.305,00 ;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112335;VOLVO S80 2.9;G;;;;;;;;;;;;; R$ 42.413,00 ;; R$ 29.388,00 
TABELA A - AUTOMOVEIS;VOLVO;112378;VOLVO S80 2.5T;G;;;;;;; R$ 89.920,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112346;VOLVO V70 2.0T;G;;;;;;;;;;; R$ 45.487,00 ; R$ 36.127,00 ; R$ 30.547,00 ; R$ 27.691,00 ; R$ 24.965,00 
TABELA A - AUTOMOVEIS;VOLVO;112345;VOLVO S60 2.0T;G;;;;;;;;; R$ 37.739,00 ; R$ 34.731,00 ; R$ 31.565,00 ; R$ 29.537,00 ; R$ 23.965,00 ; R$ 21.557,00 ; R$ 19.680,00 
TABELA A - AUTOMOVEIS;VOLVO;112343;VOLVO S60 T5 HTP;G;;;;;;;;;;;;;;; R$ 23.871,00 
TABELA A - AUTOMOVEIS;VOLVO;112342;VOLVO S60 2.4T LPT;G;;;;;;;;;;;;; R$ 31.235,00 ;; R$ 22.564,00 
TABELA A - AUTOMOVEIS;VOLVO;112341;VOLVO V70 LPT XC;G;;;;;;;;;;;;;;; R$ 21.302,00 
TABELA A - AUTOMOVEIS;VOLVO;112339;VOLVO V70 LPT;G;;;;;;;;;;;;;; R$ 21.937,00 ; R$ 21.089,00 
TABELA A - AUTOMOVEIS;VOLVO;112350;VOLVO V70 2.5T;G;;;;;;;;;;;;; R$ 34.750,00 ; R$ 28.569,00 ;
TABELA A - AUTOMOVEIS;VOLVO;112336;VOLVO S80 T6;G;;;;;;; R$ 98.361,00 ;;;;; R$ 41.995,00 ; R$ 40.027,00 ; R$ 37.532,00 ; R$ 32.010,00 
TABELA A - AUTOMOVEIS;VOLVO;112351;VOLVO S60 2.5T;G;;;;;;;;;;; R$ 39.396,00 ; R$ 37.770,00 ; R$ 31.794,00 ; R$ 24.510,00 ;
TABELA A - AUTOMOVEIS;VOLVO;112334;VOLVO C70 CABRIOLET;G;;;;;;;;;;;;;;; R$ 41.543,00 
TABELA A - AUTOMOVEIS;VOLVO;112333;VOLVO V40 2.0 T;G;;;;;;;;;;;;; R$ 23.636,00 ; R$ 20.971,00 ; R$ 19.796,00 
TABELA A - AUTOMOVEIS;VOLVO;112332;VOLVO S40 2.0T;G;;;;;;;;;;;;; R$ 22.674,00 ; R$ 20.453,00 ; R$ 18.532,00 
TABELA A - AUTOMOVEIS;VOLVO;112328;VOLVO S40 T4;G;;;;;;;;;;;;;; R$ 22.793,00 ; R$ 19.606,00 
TABELA A - AUTOMOVEIS;VOLVO;112326;VOLVO V40 T4;G;;;;;;;;;;;;;; R$ 20.815,00 ; R$ 18.458,00 
TABELA A - AUTOMOVEIS;VOLVO;112321;VOLVO V40 2.0;G;;;;;;;;;;;;;;; R$ 17.793,00 
TABELA A - AUTOMOVEIS;VOLVO;112319;VOLVO S40 2.0;G;;;;;;;;;;;;;;; R$ 16.963,00 
TABELA A - AUTOMOVEIS;VOLVO;112318;VOLVO S40 1.8;G;;;;;;;;;;;;; R$ 18.024,00 ;;
TABELA A - AUTOMOVEIS;VOLVO;112338;VOLVO V70 T5 HPT;G;;;;;;;;;;;;;;; R$ 27.398,00 
TABELA A - AUTOMOVEIS;VOLVO;112366;VOLVO S80 V8 AWD;G;;;;;;;;; R$ 85.537,00 ; R$ 67.221,00 ; R$ 64.889,00 ;;;;
TABELA A - AUTOMOVEIS;VOLVO;112374;VOLVO V50 2.0;G;;;;;;; R$ 61.621,00 ;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112373;VOLVO S80 D5;G;;;;;;;;;;;; R$ 42.036,00 ;;;
TABELA A - AUTOMOVEIS;VOLVO;112372;VOLVO XC70 3.2 AWD;G;;;;;;; R$ 84.233,00 ; R$ 74.938,00 ; R$ 61.012,00 ; R$ 52.483,00 ;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112371;VOLVO C30 2.0;G;;;; R$ 46.355,00 ; R$ 43.626,00 ; R$ 41.056,00 ; R$ 34.359,00 ; R$ 31.418,00 ; R$ 28.229,00 ; R$ 27.326,00 ;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112370;VOLVO C30 2.4I;G;;;;;;;; R$ 33.833,00 ; R$ 31.848,00 ; R$ 29.392,00 ;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112369;VOLVO V70 SW;G;;;;;;;;;;;;;; R$ 39.687,00 ;
TABELA A - AUTOMOVEIS;VOLVO;112349;VOLVO XC70 2.5T AWD;G;;;;;;;;;;; R$ 44.409,00 ; R$ 38.267,00 ; R$ 34.760,00 ; R$ 32.754,00 ; R$ 29.944,00 
TABELA A - AUTOMOVEIS;VOLVO;112367;VOLVO S80 3.2;G;;;;;;;; R$ 64.853,00 ; R$ 56.071,00 ; R$ 50.222,00 ; R$ 47.168,00 ;;;;
TABELA A - AUTOMOVEIS;VOLVO;112376;VOLVO S60;G;;;; R$ 76.105,00 ; R$ 72.620,00 ;;;; R$ 47.298,00 ;;; R$ 25.742,00 ; R$ 21.330,00 ;; R$ 17.662,00 
TABELA A - AUTOMOVEIS;VOLVO;112365;VOLVO C70 T5;G;;;;;;; R$ 87.549,00 ;; R$ 68.602,00 ; R$ 61.950,00 ; R$ 56.517,00 ;;;;
TABELA A - AUTOMOVEIS;VOLVO;112364;VOLVO S40 2.4;G;;;;;;;;; R$ 34.834,00 ; R$ 32.704,00 ; R$ 30.492,00 ;;;;
TABELA A - AUTOMOVEIS;VOLVO;112363;VOLVO V50 2.4;G;;;;;;;;; R$ 46.386,00 ; R$ 36.431,00 ;;;;;
TABELA A - AUTOMOVEIS;VOLVO;112359;VOLVO S40 2.4I;G;;;;;;;; R$ 42.468,00 ; R$ 37.252,00 ; R$ 35.224,00 ; R$ 31.491,00 ; R$ 30.515,00 ; R$ 28.212,00 ;;
TABELA A - AUTOMOVEIS;VOLVO;112358;VOLVO V50 2.4I;G;;;;;;;;; R$ 46.386,00 ; R$ 36.431,00 ; R$ 32.626,00 ; R$ 30.809,00 ; R$ 28.406,00 ;;
TABELA A - AUTOMOVEIS;VOLVO;112357;VOLVO S40 T5;G;;;;;;;;; R$ 43.315,00 ; R$ 41.189,00 ; R$ 35.326,00 ; R$ 32.233,00 ; R$ 28.301,00 ;;
TABELA A - AUTOMOVEIS;VOLVO;112356;VOLVO V50 T5;G;;;;;;;; R$ 56.793,00 ; R$ 48.189,00 ; R$ 39.698,00 ; R$ 34.209,00 ; R$ 32.153,00 ; R$ 29.164,00 ;;
TABELA A - AUTOMOVEIS;VOLVO;112353;VOLVO V70 R;G;;;;;;;;;;;;; R$ 46.343,00 ;;
TABELA A - AUTOMOVEIS;VOLVO;112352;VOLVO S60 R;G;;;;;;;;;;;;; R$ 51.203,00 ; R$ 50.179,00 ;
TABELA A - AUTOMOVEIS;VOLVO;112368;VOLVO C30 T5;G;;;;; R$ 64.354,00 ; R$ 55.834,00 ; R$ 51.789,00 ; R$ 47.470,00 ; R$ 44.283,00 ; R$ 37.046,00 ; R$ 35.680,00 ;;;;
TABELA A - AUTOMOVEIS;VOLVO;244134;VOLVO XC90 D5 MOMENTUM;D;; R$ 258.108,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;244120;VOLVO XC60 T6 R DESIGN;G;; R$ 192.412,00 ; R$ 183.454,00 ;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155655;VOLVO V40 CC T5AWD;G;; R$ 122.675,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155679;VOLVO S60 T4 MOMENTUM;G; R$ 136.604,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155675;VOLVO V40 T4 CCOUNTRY;G; R$ 131.519,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155672;VOLVO V60 2.0 T6 R-DES;G;; R$ 172.734,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155670;VOLVO V40 T4 MOMENTUM;G; R$ 119.165,00 ; R$ 117.211,00 ;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155683;VOLVO V60 T4 MOMENTUM;G; R$ 136.604,00 ;;;;;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155625;VOLVO S40;G;;;;;;;;;;;;; R$ 24.589,00 ;;
TABELA A - AUTOMOVEIS;VOLVO;155604;VOLVO V60 3.0 T6 R-DES;G;;; R$ 145.235,00 ; R$ 139.070,00 ; R$ 133.904,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155611;VOLVO V60 2.0 T5 RD CF;G;;;; R$ 104.681,00 ; R$ 98.790,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155612;VOLVO V60 2.0 T5 RD DY;G;;; R$ 103.969,00 ; R$ 99.019,00 ; R$ 95.895,00 ;;;;;;;;;;
TABELA A - AUTOMOVEIS;VOLVO;155613;VOLVO V40 T4 MT TOP;G;;;; R$ 76.751,00 ; R$ 73.342,00 ;;;;;;;;;;
