Fabricante;Modelo;Categoria;Cód.;Combustivel;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
VOLKSWAGEN;15.190 CRM TOPLINE CD;TABELA C - CAMINHOES E TEMPORARIOS;339228,00;D;;;;;;;;;;;;;;R$ 120.772,00;;;;;;;;;;;
VOLKSWAGEN;9.150E DLV TOPLINE CE;TABELA C - CAMINHOES E TEMPORARIOS;340211,00;D;;;;;;;;;;;;;;;;;R$ 73.566,00;;;;;;;;
VOLKSWAGEN;9.150E DLV TOPLINE CD;TABELA C - CAMINHOES E TEMPORARIOS;340208,00;D;;;;;;;;;;;;;;R$ 94.746,00;;R$ 82.404,00;R$ 78.280,00;;;;;;;;
VOLKSWAGEN;23.310 TOPLINE CE;TABELA C - CAMINHOES E TEMPORARIOS;340207,00;D;;;;;;;;;;;;;;;;;;;;;;;;R$ 88.875,00;
VOLKSWAGEN;18.310 RODOEIXO CA;TABELA C - CAMINHOES E TEMPORARIOS;340206,00;D;;;;;;;;;;;;;;;;;;;;;;;R$ 54.036,00;R$ 51.808,00;R$ 50.652,00
VOLKSWAGEN;19.320 CLC TT GERM;TABELA C - CAMINHOES E TEMPORARIOS;339340,00;D;;;;;;;;;;;;;;;;R$ 120.475,00;;;R$ 77.368,00;;;;;;
VOLKSWAGEN;BMB 17.250 CLC 4X2;TABELA C - CAMINHOES E TEMPORARIOS;339339,00;D;;;;;;;;;;;;;;;R$ 122.225,00;R$ 115.236,00;R$ 104.353,00;;R$ 94.901,00;R$ 91.559,00;;;;;
VOLKSWAGEN;17.280 MITREN BOM;TABELA C - CAMINHOES E TEMPORARIOS;339237,00;D;;;;;;;;;;;R$ 203.565,00;;;;;;;;;;;;;;
VOLKSWAGEN;24.250 CNC TOPLINE CE;TABELA C - CAMINHOES E TEMPORARIOS;339236,00;D;;;;;;;;;;;;;;;;;R$ 126.137,00;;;;;;;;
VOLKSWAGEN;17.280 TOPLINE CD;TABELA C - CAMINHOES E TEMPORARIOS;339235,00;D;;;;;;;;;;;;R$ 168.087,00;;;;;;;;;;;;;
VOLKSWAGEN;31.320 1000TAO T;TABELA C - CAMINHOES E TEMPORARIOS;339234,00;D;;;;;;;;;;;;;;;;;;;R$ 120.623,00;;;;;;
VOLKSWAGEN;17.220 TOPLINE CE;TABELA C - CAMINHOES E TEMPORARIOS;339233,00;D;;;;;;;;;;;;;;;;;;;;;;;R$ 73.608,00;;
VOLKSWAGEN;8.150 E DLV MOURA CE;TABELA C - CAMINHOES E TEMPORARIOS;339232,00;D;;;;;;;;;;;;;;;;;R$ 74.667,00;;;;;;;;
VOLKSWAGEN;18.310 MOURA;TABELA C - CAMINHOES E TEMPORARIOS;339212,00;D;;;;;;;;;;;;;;;;;;;;;;;;R$ 71.087,00;
VOLKSWAGEN;8.160 DRC TOPLINE CD;TABELA C - CAMINHOES E TEMPORARIOS;339229,00;D;;;;;;;;;;;;R$ 112.284,00;R$ 103.123,00;R$ 94.710,00;;;;;;;;;;;
VOLKSWAGEN;24.220 MASTER;TABELA C - CAMINHOES E TEMPORARIOS;339213,00;D;;;;;;;;;;;;;;;;;R$ 105.464,00;;;;;;;;
VOLKSWAGEN;13.190 CRM TOPLINE CD;TABELA C - CAMINHOES E TEMPORARIOS;339227,00;D;;;;;;;;;;;R$ 144.351,00;;;;R$ 108.043,00;;;;;;;;;;
VOLKSWAGEN;25.320 MASTER;TABELA C - CAMINHOES E TEMPORARIOS;339226,00;D;;;;;;;;;;;;;;;R$ 139.612,00;R$ 132.631,00;R$ 125.716,00;R$ 119.543,00;R$ 113.712,00;;;;;;
VOLKSWAGEN;19.320 CNC ZAMBONI CA;TABELA C - CAMINHOES E TEMPORARIOS;339225,00;D;;;;;;;;;;;;;;;;;;R$ 95.569,00;R$ 81.387,00;R$ 77.513,00;R$ 75.333,00;;;;
VOLKSWAGEN;25.370 CLM 6X2 SETEC;TABELA C - CAMINHOES E TEMPORARIOS;339224,00;D;;;;;;;;;;;;;;;;R$ 133.666,00;R$ 124.474,00;R$ 115.913,00;R$ 112.522,00;R$ 109.206,00;;;;;
VOLKSWAGEN;31.320 CNC 6X4 SETEC;TABELA C - CAMINHOES E TEMPORARIOS;339223,00;D;;;;;;;;;;;;;;;;R$ 146.719,00;;;;;;;;;
VOLKSWAGEN;25.320 MJ 6X2;TABELA C - CAMINHOES E TEMPORARIOS;339222,00;D;;;;;;;;;;;;;;;;R$ 140.960,00;;R$ 131.412,00;R$ 124.341,00;;;;;;
VOLKSWAGEN;23.250 E TOPLINE CE;TABELA C - CAMINHOES E TEMPORARIOS;339220,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 94.216,00;R$ 89.775,00;;
VOLKSWAGEN;26.250 E 6X4;TABELA C - CAMINHOES E TEMPORARIOS;339219,00;D;;;;;;;;;;;;;;;R$ 145.538,00;R$ 138.408,00;R$ 131.626,00;;;;;;;;
VOLKSWAGEN;17220 VIR;TABELA C - CAMINHOES E TEMPORARIOS;339218,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 86.642,00;R$ 82.748,00;R$ 80.533,00;R$ 77.376,00
VOLKSWAGEN;18.310 DALBOZA CA;TABELA C - CAMINHOES E TEMPORARIOS;339217,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 68.207,00;R$ 65.611,00;;
VOLKSWAGEN;31.320 CN RODOEIXO CT;TABELA C - CAMINHOES E TEMPORARIOS;339216,00;D;;;;;;;;;;;;;;;;;;R$ 147.103,00;R$ 143.519,00;;;;;;
VOLKSWAGEN;19.320 CNC PPL EXTEND;TABELA C - CAMINHOES E TEMPORARIOS;339215,00;D;;;;;;;;;;;;;;;;;;;R$ 82.699,00;;;;;;
VOLKSWAGEN;26.260 CLM 6X4;TABELA C - CAMINHOES E TEMPORARIOS;339075,00;D;;;;;;;;;;;;;;;;;;R$ 115.299,00;R$ 113.557,00;R$ 110.619,00;;;;;
VOLKSWAGEN;19.330 TRUCKSREIS;TABELA C - CAMINHOES E TEMPORARIOS;339231,00;D;;;;;;;;;;;;;;R$ 164.392,00;R$ 148.899,00;;;;;;;;;;
VOLKSWAGEN;23,31;TABELA C - CAMINHOES E TEMPORARIOS;339008,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 87.280,00;R$ 84.461,00;R$ 78.492,00;R$ 76.336,00
VOLKSWAGEN;13.180 E;TABELA C - CAMINHOES E TEMPORARIOS;339036,00;D;;;;;;;;;;;;;;;;;;;;R$ 63.368,00;R$ 58.869,00;R$ 57.174,00;;;
VOLKSWAGEN;31,26;TABELA C - CAMINHOES E TEMPORARIOS;339035,00;D;;;;;;;;;;;;;;;;;;;;;R$ 99.992,00;R$ 95.490,00;R$ 87.594,00;;
VOLKSWAGEN;31,31;TABELA C - CAMINHOES E TEMPORARIOS;339034,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 104.108,00;R$ 95.058,00;;
VOLKSWAGEN;18.310 TITAN;TABELA C - CAMINHOES E TEMPORARIOS;339031,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 54.316,00;;;
VOLKSWAGEN;MULTIEIXO 26260 8X4;TABELA C - CAMINHOES E TEMPORARIOS;339030,00;D;;;;;;;;;;;;;;;R$ 168.740,00;R$ 163.418,00;R$ 158.264,00;R$ 151.060,00;R$ 144.184,00;R$ 137.621,00;R$ 128.839,00;R$ 120.587,00;R$ 110.782,00;R$ 101.783,00;
VOLKSWAGEN;26.310 TRATOR;TABELA C - CAMINHOES E TEMPORARIOS;339019,00;D;;;;;;;;;;;;;;;;;;;;;;;;R$ 82.645,00;R$ 73.494,00
VOLKSWAGEN;23.250 E;TABELA C - CAMINHOES E TEMPORARIOS;339017,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 90.602,00;R$ 83.573,00;R$ 77.358,00;
VOLKSWAGEN;TUTTO 17.310 4E;TABELA C - CAMINHOES E TEMPORARIOS;339016,00;D;;;;;;;;;;;;;;;;;;;;;;;;;R$ 68.303,00
VOLKSWAGEN;26,26;TABELA C - CAMINHOES E TEMPORARIOS;339015,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 94.484,00;R$ 89.926,00;R$ 87.401,00;R$ 83.877,00
VOLKSWAGEN;23.210 MOTOR MWM;TABELA C - CAMINHOES E TEMPORARIOS;339013,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 71.261,00;R$ 69.024,00;R$ 65.607,00;R$ 63.571,00
VOLKSWAGEN;23.210 MOTOR CUMMINS;TABELA C - CAMINHOES E TEMPORARIOS;339012,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 71.245,00;R$ 69.055,00;R$ 65.607,00;R$ 63.566,00
VOLKSWAGEN;26,22;TABELA C - CAMINHOES E TEMPORARIOS;339011,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 84.071,00;R$ 82.160,00;R$ 77.833,00;R$ 75.258,00
VOLKSWAGEN;31.260 CNM 6X4;TABELA C - CAMINHOES E TEMPORARIOS;339077,00;D;;;;;;;;;;;;;;R$ 161.622,00;R$ 153.568,00;R$ 145.915,00;R$ 129.523,00;R$ 122.119,00;R$ 115.972,00;R$ 111.845,00;;;;;
VOLKSWAGEN;17,31;TABELA C - CAMINHOES E TEMPORARIOS;339009,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 69.997,00;R$ 67.955,00;R$ 64.514,00;R$ 62.355,00
VOLKSWAGEN;31.260 E;TABELA C - CAMINHOES E TEMPORARIOS;339039,00;D;;;;;;;;;;;;;;;R$ 147.459,00;R$ 139.027,00;R$ 118.547,00;R$ 114.916,00;R$ 110.058,00;R$ 107.682,00;R$ 99.453,00;R$ 94.921,00;;;
VOLKSWAGEN;26,31;TABELA C - CAMINHOES E TEMPORARIOS;339007,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 80.823,00;R$ 77.279,00;R$ 74.815,00;R$ 69.903,00
VOLKSWAGEN;13,19;TABELA C - CAMINHOES E TEMPORARIOS;339006,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 54.321,00;R$ 51.367,00;R$ 49.343,00;R$ 46.188,00
VOLKSWAGEN;15,19;TABELA C - CAMINHOES E TEMPORARIOS;339005,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 70.441,00;R$ 68.225,00;R$ 64.483,00;R$ 61.165,00
VOLKSWAGEN;18,31;TABELA C - CAMINHOES E TEMPORARIOS;339003,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 53.959,00;R$ 51.598,00;R$ 49.250,00;R$ 47.757,00
VOLKSWAGEN;40,3;TABELA C - CAMINHOES E TEMPORARIOS;339002,00;D;;;;;;;;;;;;;;;;;;;;;;;;;R$ 68.075,00
VOLKSWAGEN;26220 LIEBHERR HTM;TABELA C - CAMINHOES E TEMPORARIOS;347704,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 84.058,00;R$ 82.093,00;R$ 77.822,00;R$ 75.200,00
VOLKSWAGEN;26260 LIEBHERR HTM;TABELA C - CAMINHOES E TEMPORARIOS;347705,00;D;;;;;;;;;;;;;;;;;;;;;R$ 100.714,00;R$ 94.419,00;R$ 89.873,00;R$ 87.334,00;R$ 83.815,00
VOLKSWAGEN;26.370 CLM ZAMBONI CA;TABELA C - CAMINHOES E TEMPORARIOS;337260,00;D;;;;;;;;;;;;;;;;R$ 191.226,00;;;;;;;;;
VOLKSWAGEN;25.370 CLM CAM TRCVEL;TABELA C - CAMINHOES E TEMPORARIOS;337253,00;D;;;;;;;;;;;;;;;;R$ 127.481,00;;;R$ 112.451,00;R$ 108.547,00;;;;;
VOLKSWAGEN;7,11;TABELA C - CAMINHOES E TEMPORARIOS;331799,00;D;;;;;;;;;;;;;;;;;;;;;;;;R$ 48.323,00;
VOLKSWAGEN;18.310 CLIM;TABELA C - CAMINHOES E TEMPORARIOS;331707,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 76.983,00;R$ 72.588,00;R$ 68.444,00;
VOLKSWAGEN;7,11;TABELA C - CAMINHOES E TEMPORARIOS;331706,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 43.783,00
VOLKSWAGEN;23,22;TABELA C - CAMINHOES E TEMPORARIOS;339010,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 83.941,00;R$ 78.051,00;R$ 77.775,00;R$ 73.147,00
VOLKSWAGEN;31.320 CLC 6X4;TABELA C - CAMINHOES E TEMPORARIOS;339054,00;D;;;;;;;;;;;;;;R$ 162.609,00;R$ 155.828,00;R$ 149.235,00;R$ 128.522,00;R$ 124.676,00;R$ 121.518,00;R$ 115.121,00;R$ 104.324,00;;;;
VOLKSWAGEN;31.370 CNM 6X4;TABELA C - CAMINHOES E TEMPORARIOS;339070,00;D;;;;;;;;;;;;;;;R$ 164.491,00;R$ 156.381,00;R$ 143.975,00;R$ 134.183,00;R$ 126.021,00;R$ 115.579,00;;;;;
VOLKSWAGEN;31.370 CLM 6X4;TABELA C - CAMINHOES E TEMPORARIOS;339069,00;D;;;;;;;;;;;;;;;;;;;;R$ 116.769,00;;;;;
VOLKSWAGEN;24.250E PMERECHIM 8X2;TABELA C - CAMINHOES E TEMPORARIOS;339068,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 113.969,00;;;
VOLKSWAGEN;25.370 CNM T 6X2;TABELA C - CAMINHOES E TEMPORARIOS;339067,00;D;;;;;;;;;;;;;;;;;;R$ 112.472,00;R$ 99.393,00;;;;;;
VOLKSWAGEN;25.370 CLM T 6X2;TABELA C - CAMINHOES E TEMPORARIOS;339066,00;D;;;;;;;;;;;;;;;R$ 140.842,00;R$ 132.788,00;R$ 121.225,00;R$ 112.472,00;R$ 99.393,00;R$ 95.703,00;;;;;
VOLKSWAGEN;23.220 PMERECHIM 8X2;TABELA C - CAMINHOES E TEMPORARIOS;339065,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 91.465,00;R$ 86.607,00;;
VOLKSWAGEN;23.310 PMERECHIM 8X2;TABELA C - CAMINHOES E TEMPORARIOS;339064,00;D;;;;;;;;;;;;;;;;;;;;;;;R$ 92.941,00;R$ 87.212,00;
VOLKSWAGEN;MULTIEIXO 24250 8X4;TABELA C - CAMINHOES E TEMPORARIOS;339063,00;D;;;;;;;;;;;;;;;R$ 150.202,00;R$ 141.612,00;R$ 125.666,00;R$ 119.163,00;R$ 109.683,00;R$ 108.279,00;R$ 100.207,00;;;;
VOLKSWAGEN;24.250C PMERECHIM 8X2;TABELA C - CAMINHOES E TEMPORARIOS;339061,00;D;;;;;;;;;;;;;;R$ 141.327,00;R$ 135.173,00;R$ 129.289,00;R$ 114.783,00;R$ 108.834,00;R$ 100.177,00;R$ 98.853,00;R$ 91.476,00;;;;
VOLKSWAGEN;26.260E PMERECHIM 8X4;TABELA C - CAMINHOES E TEMPORARIOS;339060,00;D;;;;;;;;;;;;;;;;R$ 170.187,00;R$ 155.821,00;R$ 148.279,00;;;R$ 124.090,00;;;;
VOLKSWAGEN;26.260 PMERECHIM 8X4;TABELA C - CAMINHOES E TEMPORARIOS;339059,00;D;;;;;;;;;;;;;;;;R$ 168.167,00;R$ 157.082,00;;;;;;R$ 113.631,00;;
VOLKSWAGEN;25.360 CLM T 6X2;TABELA C - CAMINHOES E TEMPORARIOS;339058,00;D;;;;;;;;;;;;;;;;;;;;R$ 106.161,00;;;;;
VOLKSWAGEN;15.180 E;TABELA C - CAMINHOES E TEMPORARIOS;339037,00;D;;;;;;;;;;;;;;;;;;R$ 78.166,00;R$ 73.176,00;R$ 68.506,00;R$ 65.459,00;R$ 65.189,00;R$ 62.219,00;;
VOLKSWAGEN;31.320 CNC 6X4;TABELA C - CAMINHOES E TEMPORARIOS;339055,00;G;;;;;;;;;;;;;;;;R$ 136.463,00;;;;;;;;;
VOLKSWAGEN;26.260 E;TABELA C - CAMINHOES E TEMPORARIOS;339038,00;D;;;;;;;;;;;;;R$ 155.665,00;R$ 147.717,00;R$ 134.357,00;R$ 130.308,00;R$ 123.486,00;R$ 118.667,00;R$ 110.166,00;R$ 106.801,00;R$ 98.540,00;R$ 92.462,00;;;
VOLKSWAGEN;13.180 CNM;TABELA C - CAMINHOES E TEMPORARIOS;339053,00;D;;;;;;;;;;;;;;;R$ 90.875,00;R$ 87.620,00;R$ 84.480,00;R$ 77.375,00;R$ 70.342,00;R$ 64.321,00;R$ 62.776,00;;;;
VOLKSWAGEN;13.180 CLM;TABELA C - CAMINHOES E TEMPORARIOS;339052,00;D;;;;;;;;;;;;;;R$ 96.956,00;R$ 92.169,00;R$ 87.620,00;R$ 84.526,00;R$ 77.388,00;R$ 70.319,00;R$ 64.344,00;;;;;
VOLKSWAGEN;15.180 CNM;TABELA C - CAMINHOES E TEMPORARIOS;339051,00;D;;;;;;;;;;;;;;;R$ 99.298,00;R$ 94.570,00;R$ 81.488,00;R$ 75.523,00;R$ 73.065,00;R$ 68.595,00;R$ 65.777,00;;;;
VOLKSWAGEN;15.180 CLM;TABELA C - CAMINHOES E TEMPORARIOS;339050,00;D;;;;;;;;;;;;;;;R$ 103.833,00;R$ 97.896,00;R$ 86.293,00;R$ 80.741,00;R$ 76.191,00;;;;;;
VOLKSWAGEN;19.320 CNC TT;TABELA C - CAMINHOES E TEMPORARIOS;339048,00;D;;;;;;;;;;;;;;;R$ 101.998,00;R$ 96.794,00;R$ 91.855,00;R$ 81.209,00;R$ 78.644,00;R$ 70.614,00;R$ 64.901,00;;;;
VOLKSWAGEN;19.320 CLC TT;TABELA C - CAMINHOES E TEMPORARIOS;339047,00;G;;;;;;;;;;;;;;;;;R$ 97.386,00;;;;;;;;
VOLKSWAGEN;BMB 31310 CM;TABELA C - CAMINHOES E TEMPORARIOS;339046,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 113.705,00;;;
VOLKSWAGEN;24.250E WORKER 6X2;TABELA C - CAMINHOES E TEMPORARIOS;339044,00;D;;;;;;;;;;;;;;;R$ 118.963,00;R$ 113.298,00;R$ 110.685,00;R$ 103.669,00;R$ 95.384,00;R$ 94.165,00;R$ 87.141,00;R$ 81.129,00;;;
VOLKSWAGEN;17.250 CNC;TABELA C - CAMINHOES E TEMPORARIOS;339043,00;D;;;;;;;;;;;;;;;R$ 113.009,00;R$ 109.299,00;R$ 105.710,00;R$ 99.085,00;R$ 92.456,00;R$ 88.249,00;R$ 79.156,00;;;;
VOLKSWAGEN;17.250 CLC;TABELA C - CAMINHOES E TEMPORARIOS;339042,00;D;;;;;;;;;;;;;;;R$ 113.039,00;R$ 109.317,00;R$ 105.716,00;R$ 99.036,00;R$ 92.406,00;R$ 88.232,00;R$ 79.172,00;;;;
VOLKSWAGEN;24.250 CLC 6X2;TABELA C - CAMINHOES E TEMPORARIOS;339041,00;G;;;;;;;;;;;;;;;;;R$ 124.268,00;;R$ 105.438,00;;;;;;
VOLKSWAGEN;24.250 CNC 6X2;TABELA C - CAMINHOES E TEMPORARIOS;339040,00;D;;;;;;;;;;;;;;;R$ 133.851,00;R$ 125.134,00;R$ 110.923,00;R$ 104.825,00;R$ 98.532,00;R$ 93.842,00;R$ 84.841,00;;;;
VOLKSWAGEN;10.160 DRC TOPLINE CD;TABELA C - CAMINHOES E TEMPORARIOS;320572,00;D;;;;;;;;;;;R$ 122.205,00;R$ 116.434,00;;;;;;;;;;;;;
VOLKSWAGEN;BMB 17.250 CLC CM;TABELA C - CAMINHOES E TEMPORARIOS;339056,00;D;;;;;;;;;;;;;;;R$ 128.803,00;R$ 121.437,00;;;R$ 95.144,00;R$ 91.749,00;R$ 86.533,00;;;;
VOLKSWAGEN;24.320 CLC 6X2;TABELA C - CAMINHOES E TEMPORARIOS;349336,00;D;;;;;;;;;;;;;;;R$ 126.324,00;R$ 119.100,00;R$ 104.691,00;R$ 102.012,00;;;;;;;
VOLKSWAGEN;19320 SUPER TRUCK CP;TABELA C - CAMINHOES E TEMPORARIOS;349354,00;D;;;;;;;;;;;;;;;;R$ 99.847,00;R$ 93.428,00;R$ 88.807,00;R$ 83.826,00;R$ 79.829,00;R$ 76.364,00;;;;
VOLKSWAGEN;26.370 CNM T 6X4;TABELA C - CAMINHOES E TEMPORARIOS;349353,00;D;;;;;;;;;;;;;;;;R$ 184.662,00;;;;;;;;;
VOLKSWAGEN;26.370 CLM T 6X4;TABELA C - CAMINHOES E TEMPORARIOS;349352,00;D;;;;;;;;;;;;;;;R$ 191.889,00;R$ 184.662,00;R$ 177.707,00;;;;;;;;
VOLKSWAGEN;17220 MORAL CP;TABELA C - CAMINHOES E TEMPORARIOS;349351,00;D;;;;;;;;;;;;;;;;;;;;;R$ 92.931,00;R$ 90.341,00;R$ 84.267,00;;
VOLKSWAGEN;BMB 8.120 EURO III CM;TABELA C - CAMINHOES E TEMPORARIOS;349347,00;D;;;;;;;;;;;;;;;R$ 76.201,00;R$ 70.124,00;R$ 64.335,00;R$ 61.337,00;;;;;;;
VOLKSWAGEN;18.310 TRUCK GALEGO;TABELA C - CAMINHOES E TEMPORARIOS;349346,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 71.598,00;R$ 67.583,00;R$ 63.906,00;
VOLKSWAGEN;17.220 TRUKAM CA;TABELA C - CAMINHOES E TEMPORARIOS;349345,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 76.948,00;;;R$ 73.457,00
VOLKSWAGEN;RANAM 31320 CNC 6X4;TABELA C - CAMINHOES E TEMPORARIOS;349344,00;D;;;;;;;;;;;;;;;R$ 173.634,00;R$ 159.469,00;R$ 146.460,00;R$ 134.510,00;R$ 123.537,00;;;;;;
VOLKSWAGEN;BMB 24.250 CLC 8X2;TABELA C - CAMINHOES E TEMPORARIOS;349318,00;D;;;;;;;;;;;;;;;R$ 142.192,00;R$ 134.061,00;R$ 122.522,00;R$ 115.805,00;;;;;;;
VOLKSWAGEN;17.320 CLC;TABELA C - CAMINHOES E TEMPORARIOS;349337,00;D;;;;;;;;;;;;;;;;;R$ 118.320,00;;;;;;;;
VOLKSWAGEN;19.320CLC CARMETAL CA;TABELA C - CAMINHOES E TEMPORARIOS;349363,00;D;;;;;;;;;;;;;;;;;;;;R$ 70.290,00;R$ 68.110,00;;;;
VOLKSWAGEN;24.320 CNC 6X2;TABELA C - CAMINHOES E TEMPORARIOS;349335,00;D;;;;;;;;;;;;;;;R$ 126.330,00;R$ 119.107,00;R$ 104.677,00;R$ 102.031,00;;;;;;;
VOLKSWAGEN;17.320 CNC;TABELA C - CAMINHOES E TEMPORARIOS;349333,00;D;;;;;;;;;;;;;;;R$ 140.496,00;R$ 131.597,00;R$ 118.347,00;;;;;;;;
VOLKSWAGEN;;TABELA C - CAMINHOES E TEMPORARIOS;349330,00;D;;;;;;;;;;;;;;;;;;;R$ 116.563,00;;;;;;
VOLKSWAGEN;24.250 CNC RODOPR 8X2;TABELA C - CAMINHOES E TEMPORARIOS;349329,00;D;;;;;;;;;;;;;;;R$ 143.653,00;R$ 135.439,00;R$ 123.832,00;;;;;;;;
VOLKSWAGEN;BMB 31.370 CNM 8X4;TABELA C - CAMINHOES E TEMPORARIOS;349325,00;D;;;;;;;;;;;;;;;;;R$ 166.130,00;;R$ 135.664,00;;;;;;
VOLKSWAGEN;BMB 26.260 CNM 8X4;TABELA C - CAMINHOES E TEMPORARIOS;349322,00;D;;;;;;;;;;;;;;;R$ 158.007,00;R$ 148.971,00;R$ 147.425,00;R$ 136.969,00;;;;;;;
VOLKSWAGEN;BMB 24.250 CNC 8X2;TABELA C - CAMINHOES E TEMPORARIOS;349321,00;D;;;;;;;;;;;;;;;R$ 140.733,00;R$ 132.685,00;R$ 121.209,00;R$ 113.939,00;;;;;;;
VOLKSWAGEN;BMB 31.230 CNC 8X4;TABELA C - CAMINHOES E TEMPORARIOS;349320,00;D;;;;;;;;;;;;;;;R$ 153.508,00;R$ 146.981,00;R$ 140.732,00;R$ 132.677,00;R$ 125.984,00;;;;;;
VOLKSWAGEN;BMB 24.220 8X2;TABELA C - CAMINHOES E TEMPORARIOS;349319,00;D;;;;;;;;;;;;;;;R$ 121.348,00;R$ 114.410,00;;R$ 103.642,00;;;;;;;
VOLKSWAGEN;BMB 26.260 CNM CM;TABELA C - CAMINHOES E TEMPORARIOS;349342,00;D;;;;;;;;;;;;;;;;;R$ 153.317,00;R$ 142.141,00;;;;;;;
VOLKSWAGEN;10.160 DRC 4X2 PLUS;TABELA C - CAMINHOES E TEMPORARIOS;349384,00;D;;;;;;;;;;;;R$ 112.809,00;R$ 102.277,00;;;;;;;;;;;;
VOLKSWAGEN;17.260 CRM 4X2 4P;TABELA C - CAMINHOES E TEMPORARIOS;320578,00;D;;;;;;;;;;;R$ 158.179,00;;;;;;;;;;;;;;
VOLKSWAGEN;8.160 RODOMOURA;TABELA C - CAMINHOES E TEMPORARIOS;320536,00;D;;;;;;;;;;;;R$ 96.108,00;R$ 91.532,00;R$ 87.173,00;R$ 83.930,00;;;;R$ 82.764,00;;;;;;
VOLKSWAGEN;31.260CN PMERECHIM 84;TABELA C - CAMINHOES E TEMPORARIOS;319800,00;D;;;;;;;;;;;;;;;;;;;R$ 120.629,00;;;;;;
VOLKSWAGEN;31.260 E SETEC TCT;TABELA C - CAMINHOES E TEMPORARIOS;319801,00;D;;;;;;;;;;;;;;;;;;R$ 116.593,00;;;;;;;
VOLKSWAGEN;26.260 E SETEC TCT;TABELA C - CAMINHOES E TEMPORARIOS;319802,00;D;;;;;;;;;;;;;;;;;R$ 143.175,00;;;;;;;;
VOLKSWAGEN;18.310 T SETEC CM;TABELA C - CAMINHOES E TEMPORARIOS;319804,00;D;;;;;;;;;;;;;;;;;;;;;;R$ 74.526,00;R$ 71.346,00;R$ 68.283,00;R$ 62.896,00
VOLKSWAGEN;17.250 CLC SETEC CM;TABELA C - CAMINHOES E TEMPORARIOS;319805,00;D;;;;;;;;;;;;;;;;R$ 120.678,00;R$ 113.789,00;R$ 106.243,00;R$ 99.517,00;R$ 95.783,00;R$ 90.371,00;;;;
VOLKSWAGEN;17.220 T SETEC;TABELA C - CAMINHOES E TEMPORARIOS;319807,00;D;;;;;;;;;;;;;;;;;;;;;;;R$ 71.953,00;;
VOLKSWAGEN;VIR 31370 CNM 6X4;TABELA C - CAMINHOES E TEMPORARIOS;349397,00;D;;;;;;;;;;;;;;R$ 172.194,00;;;;;;;;R$ 127.634,00;;;
VOLKSWAGEN;24.320 CNC BMB CM;TABELA C - CAMINHOES E TEMPORARIOS;349359,00;D;;;;;;;;;;;;;;;;;R$ 132.601,00;;;;;;;;
VOLKSWAGEN;10.160 DRC 6X2 PLUS;TABELA C - CAMINHOES E TEMPORARIOS;349385,00;D;;;;;;;;;;;R$ 125.191,00;R$ 118.045,00;R$ 111.306,00;;;;;;;;;;;;
VOLKSWAGEN;BMB 19.320 SETEC TCT;TABELA C - CAMINHOES E TEMPORARIOS;349360,00;D;;;;;;;;;;;;;;;;;;R$ 91.754,00;R$ 87.701,00;;;;;;
VOLKSWAGEN;25.390CTC CARMETAL CA;TABELA C - CAMINHOES E TEMPORARIOS;349383,00;D;;;;;;;;;;;;;;R$ 197.445,00;;;;;;;;;;;
VOLKSWAGEN;13.190 BMB CRM CM;TABELA C - CAMINHOES E TEMPORARIOS;349379,00;D;;;;;;;;;;;;R$ 128.898,00;R$ 121.032,00;R$ 113.645,00;R$ 107.963,00;;;;;;;;;;
VOLKSWAGEN;31320CNC RODOCAP CM;TABELA C - CAMINHOES E TEMPORARIOS;349376,00;D;;;;;;;;;;;;;;;R$ 169.763,00;R$ 160.257,00;R$ 151.283,00;;;;;;;;
VOLKSWAGEN;26.280 BMB CRM CM;TABELA C - CAMINHOES E TEMPORARIOS;349375,00;D;;;;;;;;;;;;;;R$ 162.729,00;R$ 154.494,00;;;;;;;;;;
