Fabricante;Modelo;Categoria;Cód.;Combustivel;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002
VOLKSWAGEN;ZILK 1.6L;TABELA A – CARROS;160122,00;G;;;;;;;;;;;;R$ 43.010,00;;;;;;;;;;;;;
VOLKSWAGEN;FOX 1.0 ROUTE;TABELA A – CARROS;160613,00;G;;;;;;;;;;;;;;;;;;R$ 17.795,00;R$ 16.055,00;R$ 14.620,00;;;;;
VOLKSWAGEN;FOX 1.0;TABELA A – CARROS;160600,00;G;;;;;;;;;;;;;;;;;;R$ 19.718,00;R$ 17.900,00;R$ 17.448,00;R$ 16.321,00;R$ 15.669,00;R$ 15.112,00;R$ 13.886,00;R$ 13.072,00
VOLKSWAGEN;FOX 1.0 SPORTLINE;TABELA A – CARROS;160610,00;G;;;;;;;;;;;;;;;;;;;;R$ 15.511,00;R$ 15.125,00;;;;
VOLKSWAGEN;VW SPACEFOX;TABELA A – CARROS;160609,00;G;;;;;;;;;;;;;;;;;R$ 24.725,00;R$ 23.521,00;R$ 21.278,00;R$ 20.456,00;R$ 19.119,00;;;;
VOLKSWAGEN;VW SPACEFOX COMFORT;TABELA A – CARROS;160608,00;G;;;;;;;;;;;;;;;;;;;R$ 21.737,00;R$ 20.062,00;R$ 19.248,00;;;;
VOLKSWAGEN;FOX EU;TABELA A – CARROS;160607,00;G;;;;;;;;;;;;;;;;;;;;;R$ 12.786,00;R$ 12.336,00;;;
VOLKSWAGEN;CROSSFOX;TABELA A – CARROS;160606,00;G;;;;;;;;;;;;;;;;;;R$ 25.909,00;R$ 24.127,00;R$ 21.734,00;R$ 20.654,00;R$ 19.192,00;R$ 18.776,00;;
VOLKSWAGEN;FOX 1.6 PLUS;TABELA A – CARROS;160605,00;G;;;;;;;;;;;;;;;;;;R$ 18.963,00;R$ 16.600,00;R$ 16.392,00;R$ 15.349,00;R$ 15.128,00;;;
VOLKSWAGEN;FOX 1.6 CITY;TABELA A – CARROS;160604,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 12.584,00;;
VOLKSWAGEN;FOX 1.6;TABELA A – CARROS;160603,00;G;;;;;;;;;;;;;;;;;;;;;R$ 17.156,00;R$ 16.363,00;R$ 15.493,00;R$ 14.535,00;
VOLKSWAGEN;NOVO GOL HL MBP;TABELA A – CARROS;160683,00;G;;;;;;;;;;;R$ 42.710,00;;;;;;;;;;;;;;
VOLKSWAGEN;FOX 1.6 ROUTE;TABELA A – CARROS;160614,00;G;;;;;;;;;;;;;;;;;;R$ 21.926,00;R$ 19.326,00;R$ 18.522,00;;;;;
VOLKSWAGEN;VW GOLF GTI AD;TABELA A – CARROS;154860,00;G;;;;;;;;;;;;R$ 99.735,00;R$ 95.371,00;;;;;;;;;;;;
VOLKSWAGEN;NOVO GOL 1.0 COMFORTL;TABELA A – CARROS;154846,00;G;;;;;;;;;;;R$ 37.638,00;R$ 31.967,00;R$ 30.892,00;;;;;;;;;;;;
VOLKSWAGEN;GOL CITY MB;TABELA A – CARROS;154847,00;G;;;;;;;;;;;R$ 28.168,00;R$ 26.560,00;R$ 25.044,00;;;;;;;;;;;;
VOLKSWAGEN;GOL TL MC;TABELA A – CARROS;154848,00;G;;;;;;;;;;;R$ 35.218,00;R$ 31.168,00;R$ 29.154,00;;;;;;;;;;;;
VOLKSWAGEN;GOL SELECAO MB;TABELA A – CARROS;154849,00;G;;;;;;;;;;;;;R$ 27.994,00;;;;;;;;;;;;
VOLKSWAGEN;GOL CITY SC;TABELA A – CARROS;154850,00;G;;;;;;;;;;;;;R$ 27.539,00;;;;;;;;;;;;
VOLKSWAGEN;GOL 1.0 TRENDLIN;TABELA A – CARROS;154851,00;G;;;;;;;;;;;R$ 31.856,00;R$ 29.112,00;R$ 27.940,00;;;;;;;;;;;;
VOLKSWAGEN;GOL HL SC;TABELA A – CARROS;154852,00;G;;;;;;;;;;;R$ 43.445,00;R$ 30.903,00;R$ 29.139,00;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF 1.4 COMFORTL;TABELA A – CARROS;154857,00;G;;;;;;;;;;;;;R$ 55.514,00;;;;;;;;;;;;
VOLKSWAGEN;NOVO GOL CL MCV;TABELA A – CARROS;160684,00;G;;;;;;;;;;;R$ 38.157,00;;;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF COMFORTLINE AC;TABELA A – CARROS;154859,00;G;;;;;;;;;;;;R$ 65.003,00;R$ 59.500,00;;;;;;;;;;;;
VOLKSWAGEN;GOL TL SC;TABELA A – CARROS;154843,00;G;;;;;;;;;;;;;R$ 26.789,00;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF HIGHLINE MC;TABELA A – CARROS;154861,00;G;;;;;;;;;;;;R$ 63.491,00;R$ 59.867,00;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF HIGHLINE AC;TABELA A – CARROS;154862,00;G;;;;;;;;;;;;R$ 71.018,00;R$ 66.113,00;;;;;;;;;;;;
VOLKSWAGEN;GOL HL SC S;TABELA A – CARROS;154868,00;G;;;;;;;;;;;;R$ 31.988,00;R$ 30.161,00;;;;;;;;;;;;
VOLKSWAGEN;GOL HL MC S;TABELA A – CARROS;154869,00;G;;;;;;;;;;;;R$ 36.066,00;R$ 31.392,00;;;;;;;;;;;;
VOLKSWAGEN;GOL CITY MC S;TABELA A – CARROS;154870,00;G;;;;;;;;;;;;R$ 28.660,00;R$ 27.024,00;;;;;;;;;;;;
VOLKSWAGEN;GOL CITY MB S;TABELA A – CARROS;154871,00;G;;;;;;;;;;;;R$ 27.596,00;R$ 25.516,00;;;;;;;;;;;;
VOLKSWAGEN; GOL SPECIAL MB;TABELA A – CARROS;154872,00;G;;;;;;;;;;;R$ 30.579,00;R$ 25.878,00;R$ 23.320,00;;;;;;;;;;;;
VOLKSWAGEN;NOVO GOL TL MBV;TABELA A – CARROS;160680,00;G;;;;;;;;;;;R$ 32.517,00;;;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF GTE;TABELA A – CARROS;154878,00;G;;;;;;;;;;;;R$ 104.496,00;;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF Comfortline MC;TABELA A – CARROS;154858,00;G;;;;;;;;;;;;R$ 59.513,00;R$ 56.116,00;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF COMFORTLINE MA;TABELA A – CARROS;154825,00;G;;;;;;;;;;;;R$ 65.041,00;R$ 61.714,00;R$ 56.873,00;;;;;;;;;;;
VOLKSWAGEN;GOLF FLASH;TABELA A – CARROS;154813,00;G;;;;;;;;;;;;;;;;;;;;;R$ 20.435,00;R$ 18.881,00;;;
VOLKSWAGEN;GOLF 1.6 SPORTLINE;TABELA A – CARROS;154814,00;G;;;;;;;;;;;;;;R$ 41.025,00;R$ 37.219,00;R$ 35.793,00;R$ 32.220,00;R$ 28.726,00;R$ 27.611,00;R$ 24.895,00;;;;;
VOLKSWAGEN;GOLF 1.6 TECH;TABELA A – CARROS;154815,00;G;;;;;;;;;;;;;;;;;;R$ 30.861,00;R$ 28.918,00;;;;;;
VOLKSWAGEN;GOLF 2.0 GT;TABELA A – CARROS;154816,00;G;;;;;;;;;;;;;;R$ 44.593,00;R$ 40.390,00;R$ 37.550,00;R$ 33.501,00;R$ 31.815,00;R$ 29.828,00;;;;;;
VOLKSWAGEN;GOLF 2.0 SILVER EDIT.;TABELA A – CARROS;154818,00;G;;;;;;;;;;;;;;;;;;R$ 30.251,00;;;;;;;
VOLKSWAGEN;GOLF 2.0 BLACK EDIT.;TABELA A – CARROS;154819,00;G;;;;;;;;;;;;;;R$ 45.297,00;R$ 41.869,00;R$ 38.015,00;R$ 35.656,00;R$ 33.923,00;;;;;;;
VOLKSWAGEN;GOLF 2.0 SPORTLINE;TABELA A – CARROS;154820,00;G;;;;;;;;;;;;;;R$ 43.969,00;R$ 39.402,00;R$ 36.273,00;R$ 35.255,00;;;;;;;;
VOLKSWAGEN;VW GOLF HIGHLINE MA;TABELA A – CARROS;154821,00;G;;;;;;;;;;;;;R$ 60.053,00;R$ 55.153,00;;;;;;;;;;;
VOLKSWAGEN;VW GOLF HIGHLINE AA;TABELA A – CARROS;154822,00;G;;;;;;;;;;;;;R$ 63.449,00;R$ 58.273,00;;;;;;;;;;;
VOLKSWAGEN;GOL SELECAO SC;TABELA A – CARROS;154845,00;G;;;;;;;;;;;;;R$ 29.406,00;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF COMFORTLINE AA;TABELA A – CARROS;154824,00;G;;;;;;;;;;;;;R$ 66.083,00;R$ 61.307,00;;;;;;;;;;;
VOLKSWAGEN;GOL CITY MC;TABELA A – CARROS;154844,00;G;;;;;;;;;;;R$ 29.524,00;R$ 27.838,00;R$ 25.516,00;;;;;;;;;;;;
VOLKSWAGEN;GOL 1.6 SELECAO;TABELA A – CARROS;154829,00;G;;;;;;;;;;;;;R$ 34.628,00;R$ 31.003,00;;;;;;;;;;;
VOLKSWAGEN;GOL RALLYE MA;TABELA A – CARROS;154834,00;G;;;;;;;;;;;R$ 45.637,00;R$ 40.450,00;R$ 38.141,00;;;;;;;;;;;;
VOLKSWAGEN;GOL RALLYE SA;TABELA A – CARROS;154835,00;G;;;;;;;;;;;R$ 47.062,00;R$ 41.410,00;R$ 38.968,00;;;;;;;;;;;;
VOLKSWAGEN;GOL CL SC;TABELA A – CARROS;154838,00;G;;;;;;;;;;;R$ 39.738,00;R$ 32.481,00;R$ 30.626,00;;;;;;;;;;;;
VOLKSWAGEN;GOL HL MC;TABELA A – CARROS;154839,00;G;;;;;;;;;;;R$ 42.200,00;R$ 29.678,00;R$ 28.185,00;;;;;;;;;;;;
VOLKSWAGEN;GOL CL MC;TABELA A – CARROS;154840,00;G;;;;;;;;;;;R$ 39.600,00;R$ 32.763,00;R$ 30.892,00;;;;;;;;;;;;
VOLKSWAGEN;GOL SELECAO MC;TABELA A – CARROS;154841,00;G;;;;;;;;;;;;;R$ 29.406,00;;;;;;;;;;;;
VOLKSWAGEN;GOL TRACK MB;TABELA A – CARROS;154842,00;G;;;;;;;;;;;R$ 35.527,00;R$ 27.319,00;R$ 25.759,00;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF VARIANT CL AA;TABELA A – CARROS;154879,00;G;;;;;;;;;;;R$ 83.277,00;R$ 79.733,00;;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF GTI AB;TABELA A – CARROS;154823,00;G;;;;;;;;;;;;;R$ 93.536,00;R$ 68.383,00;;;;;;;;;;;
VOLKSWAGEN;FOX RUN MBV;TABELA A – CARROS;160690,00;G;;;;;;;;;;;R$ 44.744,00;;;;;;;;;;;;;;
VOLKSWAGEN;VW GOLF VARIANT HL AA;TABELA A – CARROS;154880,00;G;;;;;;;;;;;R$ 99.526,00;R$ 92.145,00;R$ 87.519,00;;;;;;;;;;;;
VOLKSWAGEN;NOVO FOX RUN MBP;TABELA A – CARROS;160696,00;G;;;;;;;;;;;R$ 45.676,00;;;;;;;;;;;;;;
VOLKSWAGEN;FOX CL SBV;TABELA A – CARROS;160695,00;G;;;;;;;;;;;R$ 43.113,00;;;;;;;;;;;;;;
VOLKSWAGEN;FOX HL SFV;TABELA A – CARROS;160694,00;G;;;;;;;;;;;R$ 48.516,00;;;;;;;;;;;;;;
VOLKSWAGEN;FOX HL MFV;TABELA A – CARROS;160693,00;G;;;;;;;;;;;R$ 45.576,00;;;;;;;;;;;;;;
VOLKSWAGEN;GOL TRACK MB S;TABELA A – CARROS;154873,00;G;;;;;;;;;;;;R$ 30.512,00;R$ 28.979,00;;;;;;;;;;;;
VOLKSWAGEN;FOX TRACK MCV;TABELA A – CARROS;160691,00;G;;;;;;;;;;;R$ 40.078,00;;;;;;;;;;;;;;
VOLKSWAGEN;FOX HL SFP;TABELA A – CARROS;160689,00;G;;;;;;;;;;;R$ 48.041,00;;;;;;;;;;;;;;
VOLKSWAGEN;NOVO VOYAGE HL MBP;TABELA A – CARROS;160688,00;G;;;;;;;;;;;R$ 42.676,00;;;;;;;;;;;;;;
VOLKSWAGEN;GOLF COMFORTLINE AA;TABELA A – CARROS;154892,00;G;;;;;;;;;;;R$ 74.173,00;R$ 69.827,00;;;;;;;;;;;;;
VOLKSWAGEN;GOLF COMFORTLINE MA;TABELA A – CARROS;154890,00;G;;;;;;;;;;;R$ 65.441,00;R$ 58.803,00;;;;;;;;;;;;;
VOLKSWAGEN;FOX HL MFP;TABELA A – CARROS;160692,00;G;;;;;;;;;;;R$ 45.576,00;;;;;;;;;;;;;;
VOLKSWAGEN;GOLF GTI AC;TABELA A – CARROS;154891,00;G;;;;;;;;;;;R$ 113.845,00;R$ 104.496,00;;;;;;;;;;;;;
VOLKSWAGEN;NOVO VOYAGE HL SBP;TABELA A – CARROS;160687,00;G;;;;;;;;;;;R$ 45.625,00;;;;;;;;;;;;;;
VOLKSWAGEN;GOLF HIGHLINE MB;TABELA A – CARROS;154898,00;G;;;;;;;;;;;R$ 91.840,00;R$ 88.744,00;;;;;;;;;;;;;
VOLKSWAGEN;NOVO GOL CL SBV;TABELA A – CARROS;160685,00;G;;;;;;;;;;;R$ 40.355,00;;;;;;;;;;;;;;
VOLKSWAGEN;NOVO VOYAGE CL MBP;TABELA A – CARROS;160686,00;G;;;;;;;;;;;R$ 42.770,00;;;;;;;;;;;;;;
VOLVO;VOLVO S60 2.0 T5 COMF;TABELA A – CARROS;112397,00;G;;;;;;;;;;;;;;R$ 65.064,00;R$ 61.404,00;;;;;;;;;;
VOLVO;VOLVO S60 2.0 T5 R-DES;TABELA A – CARROS;112389,00;G;;;;;;;;;;;;;R$ 102.786,00;R$ 90.302,00;;;;;;;;;;;
VOLVO;VOLVO S60 3.0T TOP;TABELA A – CARROS;112381,00;G;;;;;;;;;;;;;;R$ 85.075,00;R$ 81.026,00;R$ 80.160,00;R$ 74.653,00;;;;;;;;
VOLVO;VOLVO S80 3.0T;TABELA A – CARROS;112382,00;G;;;;;;;;;;;;;;;;R$ 135.669,00;;;;;;;;;
VOLVO;VOLVO C30 T5 R-DESIGN;TABELA A – CARROS;112383,00;G;;;;;;;;;;;;;;;R$ 61.744,00;R$ 58.013,00;R$ 54.506,00;;;;;;;;
VOLVO;VOLVO S60 1.6T4COMFORT;TABELA A – CARROS;112387,00;G;;;;;;;;;;;;;;R$ 60.021,00;R$ 57.213,00;R$ 54.536,00;R$ 51.154,00;;;;;;;;
VOLVO;VOLVO S60 2.0 T5 DYNA;TABELA A – CARROS;112388,00;G;;;;;;;;;;;;;;R$ 73.439,00;R$ 68.242,00;R$ 59.569,00;;;;;;;;;
VOLVO;VOLVO S60 3.0 T6 R-DES;TABELA A – CARROS;112390,00;G;;;;;;;;;;;;;R$ 128.435,00;R$ 123.705,00;R$ 101.438,00;R$ 98.973,00;;;;;;;;;
VOLVO;VOLVO S60 T5;TABELA A – CARROS;112391,00;G;;;;;;;;;;;;R$ 79.588,00;R$ 75.799,00;R$ 72.189,00;;R$ 62.450,00;;;;;;;;;
VOLVO;VOLVO V60 2.0T5 R-DESI;TABELA A – CARROS;112392,00;G;;;;;;;;;;;;;;R$ 105.688,00;R$ 101.269,00;R$ 96.043,00;;;;;;;;;
VOLVO;VOLVO V60 1.6 T4;TABELA A – CARROS;112393,00;G;;;;;;;;;;;;;;R$ 82.323,00;;R$ 64.370,00;;;;;;;;;
VOLVO;VOLVO V60 3.0T6 R-DESI;TABELA A – CARROS;112394,00;G;;;;;;;;;;;;;;R$ 139.070,00;R$ 133.904,00;R$ 127.262,00;;;;;;;;;
VOLVO;VOLVO S60 T6;TABELA A – CARROS;112396,00;G;;;;;;;;;;;;;;R$ 85.029,00;;R$ 76.294,00;;;;;;;;;
VOLVO;VOLVO V60 2.0 T5 R-DES;TABELA A – CARROS;112398,00;G;;;;;;;;;;;;;R$ 111.049,00;;;;;;;;;;;;
VOLVO;VOLVO S80;TABELA A – CARROS;112375,00;G;;;;;;;;;;;;;;R$ 213.037,00;;;;;;;;;R$ 46.489,00;R$ 42.202,00;
VOLVO;VOLVO V70 T4F;TABELA A – CARROS;112395,00;G;;;;;;;;;;;;;;;R$ 80.933,00;R$ 76.305,00;;;;;;;;;
VOLVO;VOLVO S80 2.9;TABELA A – CARROS;112335,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 42.413,00;;R$ 29.388,00
VOLVO;VOLVO S80 2.5T;TABELA A – CARROS;112378,00;G;;;;;;;;;;;;;;;;;R$ 89.920,00;;;;;;;;
VOLVO;VOLVO V70 2.0T;TABELA A – CARROS;112346,00;G;;;;;;;;;;;;;;;;;;;;;R$ 45.487,00;R$ 36.127,00;R$ 30.547,00;R$ 27.691,00;R$ 24.965,00
VOLVO;VOLVO S60 2.0T;TABELA A – CARROS;112345,00;G;;;;;;;;;;;;;;;;;;;R$ 37.739,00;R$ 34.731,00;R$ 31.565,00;R$ 29.537,00;R$ 23.965,00;R$ 21.557,00;R$ 19.680,00
VOLVO;VOLVO S60 T5 HTP;TABELA A – CARROS;112343,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 23.871,00
VOLVO;VOLVO S60 2.4T LPT;TABELA A – CARROS;112342,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 31.235,00;;R$ 22.564,00
VOLVO;VOLVO V70 LPT XC;TABELA A – CARROS;112341,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 21.302,00
VOLVO;VOLVO V70 LPT;TABELA A – CARROS;112339,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 21.937,00;R$ 21.089,00
VOLVO;VOLVO V70 2.5T;TABELA A – CARROS;112350,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 34.750,00;R$ 28.569,00;
VOLVO;VOLVO S80 T6;TABELA A – CARROS;112336,00;G;;;;;;;;;;;;;;;;;R$ 98.361,00;;;;;R$ 41.995,00;R$ 40.027,00;R$ 37.532,00;R$ 32.010,00
VOLVO;VOLVO S60 2.5T;TABELA A – CARROS;112351,00;G;;;;;;;;;;;;;;;;;;;;;R$ 39.396,00;R$ 37.770,00;R$ 31.794,00;R$ 24.510,00;
VOLVO;VOLVO C70 CABRIOLET;TABELA A – CARROS;112334,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 41.543,00
VOLVO;VOLVO V40 2.0 T;TABELA A – CARROS;112333,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 23.636,00;R$ 20.971,00;R$ 19.796,00
VOLVO;VOLVO S40 2.0T;TABELA A – CARROS;112332,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 22.674,00;R$ 20.453,00;R$ 18.532,00
VOLVO;VOLVO S40 T4;TABELA A – CARROS;112328,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 22.793,00;R$ 19.606,00
VOLVO;VOLVO V40 T4;TABELA A – CARROS;112326,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 20.815,00;R$ 18.458,00
VOLVO;VOLVO V40 2.0;TABELA A – CARROS;112321,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 17.793,00
VOLVO;VOLVO S40 2.0;TABELA A – CARROS;112319,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 16.963,00
VOLVO;VOLVO S40 1.8;TABELA A – CARROS;112318,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 18.024,00;;
VOLVO;VOLVO V70 T5 HPT;TABELA A – CARROS;112338,00;G;;;;;;;;;;;;;;;;;;;;;;;;;R$ 27.398,00
VOLVO;VOLVO S80 V8 AWD;TABELA A – CARROS;112366,00;G;;;;;;;;;;;;;;;;;;;R$ 85.537,00;R$ 67.221,00;R$ 64.889,00;;;;
VOLVO;VOLVO V50 2.0;TABELA A – CARROS;112374,00;G;;;;;;;;;;;;;;;;;R$ 61.621,00;;;;;;;;
VOLVO;VOLVO S80 D5;TABELA A – CARROS;112373,00;G;;;;;;;;;;;;;;;;;;;;;;R$ 42.036,00;;;
VOLVO;VOLVO XC70 3.2 AWD;TABELA A – CARROS;112372,00;G;;;;;;;;;;;;;;;;;R$ 84.233,00;R$ 74.938,00;R$ 61.012,00;R$ 52.483,00;;;;;
VOLVO;VOLVO C30 2.0;TABELA A – CARROS;112371,00;G;;;;;;;;;;;;;;R$ 46.355,00;R$ 43.626,00;R$ 41.056,00;R$ 34.359,00;R$ 31.418,00;R$ 28.229,00;R$ 27.326,00;;;;;
VOLVO;VOLVO C30 2.4I;TABELA A – CARROS;112370,00;G;;;;;;;;;;;;;;;;;;R$ 33.833,00;R$ 31.848,00;R$ 29.392,00;;;;;
VOLVO;VOLVO V70 SW;TABELA A – CARROS;112369,00;G;;;;;;;;;;;;;;;;;;;;;;;;R$ 39.687,00;
VOLVO;VOLVO XC70 2.5T AWD;TABELA A – CARROS;112349,00;G;;;;;;;;;;;;;;;;;;;;;R$ 44.409,00;R$ 38.267,00;R$ 34.760,00;R$ 32.754,00;R$ 29.944,00
VOLVO;VOLVO S80 3.2;TABELA A – CARROS;112367,00;G;;;;;;;;;;;;;;;;;;R$ 64.853,00;R$ 56.071,00;R$ 50.222,00;R$ 47.168,00;;;;
VOLVO;VOLVO S60;TABELA A – CARROS;112376,00;G;;;;;;;;;;;;;;R$ 76.105,00;R$ 72.620,00;;;;R$ 47.298,00;;;R$ 25.742,00;R$ 21.330,00;;R$ 17.662,00
VOLVO;VOLVO C70 T5;TABELA A – CARROS;112365,00;G;;;;;;;;;;;;;;;;;R$ 87.549,00;;R$ 68.602,00;R$ 61.950,00;R$ 56.517,00;;;;
VOLVO;VOLVO S40 2.4;TABELA A – CARROS;112364,00;G;;;;;;;;;;;;;;;;;;;R$ 34.834,00;R$ 32.704,00;R$ 30.492,00;;;;
VOLVO;VOLVO V50 2.4;TABELA A – CARROS;112363,00;G;;;;;;;;;;;;;;;;;;;R$ 46.386,00;R$ 36.431,00;;;;;
VOLVO;VOLVO S40 2.4I;TABELA A – CARROS;112359,00;G;;;;;;;;;;;;;;;;;;R$ 42.468,00;R$ 37.252,00;R$ 35.224,00;R$ 31.491,00;R$ 30.515,00;R$ 28.212,00;;
VOLVO;VOLVO V50 2.4I;TABELA A – CARROS;112358,00;G;;;;;;;;;;;;;;;;;;;R$ 46.386,00;R$ 36.431,00;R$ 32.626,00;R$ 30.809,00;R$ 28.406,00;;
VOLVO;VOLVO S40 T5;TABELA A – CARROS;112357,00;G;;;;;;;;;;;;;;;;;;;R$ 43.315,00;R$ 41.189,00;R$ 35.326,00;R$ 32.233,00;R$ 28.301,00;;
VOLVO;VOLVO V50 T5;TABELA A – CARROS;112356,00;G;;;;;;;;;;;;;;;;;;R$ 56.793,00;R$ 48.189,00;R$ 39.698,00;R$ 34.209,00;R$ 32.153,00;R$ 29.164,00;;
VOLVO;VOLVO V70 R;TABELA A – CARROS;112353,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 46.343,00;;
VOLVO;VOLVO S60 R;TABELA A – CARROS;112352,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 51.203,00;R$ 50.179,00;
VOLVO;VOLVO C30 T5;TABELA A – CARROS;112368,00;G;;;;;;;;;;;;;;;R$ 64.354,00;R$ 55.834,00;R$ 51.789,00;R$ 47.470,00;R$ 44.283,00;R$ 37.046,00;R$ 35.680,00;;;;
VOLVO;VOLVO XC90 D5 MOMENTUM;TABELA A – CARROS;244134,00;D;;;;;;;;;;;;R$ 258.108,00;;;;;;;;;;;;;
VOLVO;VOLVO XC60 T6 R DESIGN;TABELA A – CARROS;244120,00;G;;;;;;;;;;;;R$ 192.412,00;R$ 183.454,00;;;;;;;;;;;;
VOLVO;VOLVO V40 CC T5AWD;TABELA A – CARROS;155655,00;G;;;;;;;;;;;;R$ 122.675,00;;;;;;;;;;;;;
VOLVO;VOLVO S60 T4 MOMENTUM;TABELA A – CARROS;155679,00;G;;;;;;;;;;;R$ 136.604,00;;;;;;;;;;;;;;
VOLVO;VOLVO V40 T4 CCOUNTRY;TABELA A – CARROS;155675,00;G;;;;;;;;;;;R$ 131.519,00;;;;;;;;;;;;;;
VOLVO;VOLVO V60 2.0 T6 R-DES;TABELA A – CARROS;155672,00;G;;;;;;;;;;;;R$ 172.734,00;;;;;;;;;;;;;
VOLVO;VOLVO V40 T4 MOMENTUM;TABELA A – CARROS;155670,00;G;;;;;;;;;;;R$ 119.165,00;R$ 117.211,00;;;;;;;;;;;;;
VOLVO;VOLVO V60 T4 MOMENTUM;TABELA A – CARROS;155683,00;G;;;;;;;;;;;R$ 136.604,00;;;;;;;;;;;;;;
VOLVO;VOLVO S40;TABELA A – CARROS;155625,00;G;;;;;;;;;;;;;;;;;;;;;;;R$ 24.589,00;;
VOLVO;VOLVO V60 3.0 T6 R-DES;TABELA A – CARROS;155604,00;G;;;;;;;;;;;;;R$ 145.235,00;R$ 139.070,00;R$ 133.904,00;;;;;;;;;;
VOLVO;VOLVO V60 2.0 T5 RD CF;TABELA A – CARROS;155611,00;G;;;;;;;;;;;;;;R$ 104.681,00;R$ 98.790,00;;;;;;;;;;
VOLVO;VOLVO V60 2.0 T5 RD DY;TABELA A – CARROS;155612,00;G;;;;;;;;;;;;;R$ 103.969,00;R$ 99.019,00;R$ 95.895,00;;;;;;;;;;
VOLVO;VOLVO V40 T4 MT TOP;TABELA A – CARROS;155613,00;G;;;;;;;;;;;;;;R$ 76.751,00;R$ 73.342,00;;;;;;;;;;
VOLVO;VOLVO V40 T4 DYNAMIC;TABELA A – CARROS;155616,00;G;;;;;;;;;;;;R$ 99.870,00;R$ 97.533,00;R$ 92.189,00;;;;;;;;;;;
VOLVO;VOLVO V40 T4 COMFORT;TABELA A – CARROS;155617,00;G;;;;;;;;;;;;R$ 93.205,00;R$ 89.190,00;;;;;;;;;;;;
VOLVO;VOLVO S60 2.0 T6 R-DES;TABELA A – CARROS;155662,00;G;;;;;;;;;;;;R$ 141.758,00;;;;;;;;;;;;;
VOLVO;VOLVO V40 T5 RDESIGN;TABELA A – CARROS;155623,00;G;;;;;;;;;;;R$ 130.858,00;R$ 121.150,00;R$ 103.329,00;R$ 100.541,00;;;;;;;;;;;
VOLVO;VOLVO V40 T3 KINETIC;TABELA A – CARROS;155668,00;G;;;;;;;;;;;R$ 94.398,00;R$ 84.545,00;;;;;;;;;;;;;
VOLVO;VOLVO V40 CC T5AWD DYN;TABELA A – CARROS;155636,00;G;;;;;;;;;;;;R$ 122.183,00;R$ 113.461,00;R$ 103.906,00;;;;;;;;;;;
VOLVO;VOLVO S60 2.0 T5 KINET;TABELA A – CARROS;155641,00;G;;;;;;;;;;;R$ 118.828,00;R$ 114.649,00;;;;;;;;;;;;;
VOLVO;VOLVO S60 2.0 T5 MOMEN;TABELA A – CARROS;155643,00;G;;;;;;;;;;;;R$ 117.749,00;;;;;;;;;;;;;
VOLVO;VOLVO V60 T5;TABELA A – CARROS;155644,00;G;;;;;;;;;;;;;R$ 110.126,00;;;;;;;;;;;;
VOLVO;VOLVO XC70 T6;TABELA A – CARROS;155645,00;G;;;;;;;;;;;;;;;;R$ 86.129,00;;;;;;;;;
VOLVO;VOLVO V40 2.0 T5 R-DES;TABELA A – CARROS;155650,00;G;;;;;;;;;;;R$ 129.652,00;R$ 121.337,00;;;;;;;;;;;;;
VOLVO;VOLVO V60 2.0 T5 KINET;TABELA A – CARROS;155653,00;G;;;;;;;;;;;R$ 119.296,00;R$ 113.559,00;;;;;;;;;;;;;
VOLVO;VOLVO V60 2.0 T5 MOMEN;TABELA A – CARROS;155654,00;G;;;;;;;;;;;R$ 132.838,00;R$ 120.632,00;;;;;;;;;;;;;
VOLVO;VOLVO V40 2.0 T4 MOMEN;TABELA A – CARROS;155659,00;G;;;;;;;;;;;R$ 114.101,00;R$ 108.395,00;;;;;;;;;;;;;
